minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,image_processing-0-0.0.1
1174,5.849240069096397,8.85003224120131,7.276542936267045,8.010528678646645
1175,8.222416139066471,11.91199297958849,6.879884488270391,6.60569201973739
1176,6.938880993750618,10.855641205616854,7.7303812418399085,10.5884428612956
1177,6.424617974381838,12.81517190556178,9.599185444796781,8.990353477384545
1178,5.889073800392746,13.28263834689319,9.91163206459838,10.870431329516562
1179,8.079521696046758,9.071689121317913,5.0701067807146645,6.892980535134443
1180,6.916733541365367,5.838316998128791,11.728315423800494,4.180680166776368
1181,4.1011215660644265,8.008845157058921,8.957746231598614,7.226759759155397
1182,2.704713705696171,7.839654082366007,9.091182811986124,4.800234756185401
1183,4.5461019679916435,5.558226497585999,9.161606300614215,4.772498128386547
1184,5.057778629966126,10.177008863196425,9.456145018150748,6.407848080638862
1185,7.632014648067849,7.7872620616939505,9.726662009221789,6.867323827673587
1186,4.635766177582895,12.600017508014918,8.118522667095498,5.958461865666508
