minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1342,9.134445811467232,45.70529747923317,9.694717284347362
1343,9.81541846361116,48.447485613431205,9.355737273683397
1344,10.24275837143133,44.279282558944836,9.687028117383552
1345,11.556164285087434,46.14377126921539,8.734929848326612
1346,10.946718502693635,52.19911803873665,9.176122096913106
1347,11.178224201445367,53.66057886705003,8.990506742512709
1348,12.615523726176773,46.793962881804376,8.349889436503576
1349,13.310643828802421,46.62982309491097,7.869248902819679
1350,12.57798910116914,49.77231351598365,7.4857483898399275
1351,11.111195456262484,52.25808988615121,7.696415454276314
1352,11.98542530382878,54.45106807414039,9.169921210661611
