minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1342,0.9833333333333333,3.6166666666666667,1.6833333333333333
1343,1.6,5.95,1.3833333333333333
1344,1.2333333333333334,4.4,1.6166666666666667
1345,1.2833333333333334,2.9166666666666665,1.9833333333333334
1346,1.6,5.166666666666667,2.066666666666667
1347,0.9666666666666667,4.433333333333334,1.7666666666666666
1348,0.9666666666666667,3.5166666666666666,1.7666666666666666
1349,1.0666666666666667,3.5833333333333335,1.8
1350,1.3,4.5,1.5333333333333334
1351,1.1,3.55,1.6666666666666667
1352,1.6,4.916666666666667,1.9833333333333334
