minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1342,2.008181467525844,14.937840160567863,2.061493143254833
1343,2.0669507423331006,16.125476087658807,1.8180609352044275
1344,2.052929592932278,14.81203167306823,1.9245343290862977
1345,2.02805382506522,16.484697034518046,1.7224223371354865
1346,1.9078721485914618,18.76634373577779,1.8946619296083462
1347,2.1337296028294452,19.469607316163398,1.7904694198512694
1348,2.347988312164387,16.825129048066916,1.814109545071707
1349,2.4905079446970273,16.81264763852394,1.6464313314037864
1350,2.396537403946268,17.78841857767639,1.5397151294393052
1351,2.1244621169175626,18.920137575173765,1.6645215800194477
1352,2.1295528209547734,20.222215438056345,1.8719145471304073
