minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1342,8.665708535145571,36.25083319185815,8.683183276978006
1343,9.801371288553181,37.715157345821495,8.658130330248673
1344,9.966915994428527,34.59440150881481,8.810602060599166
1345,10.88519451797331,35.14352896840379,8.191364046748811
1346,11.12173677559694,39.66670610626711,8.075644642972335
1347,10.802562833755237,40.72521886089571,8.021973175356937
1348,12.145129246706148,36.17542589507718,7.220276812990132
1349,12.41545321081435,36.1288534566434,6.9403528811539035
1350,11.93128258556405,38.31726680556403,6.6485621805049995
1351,10.596654979850678,40.332780312140656,6.916216744661397
1352,11.669397285046626,41.33559383123472,8.140343255524183
