minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1342,0.6008874,3.221193766666666,0.6804380833333333
1343,0.9896232666666662,5.255160266666665,0.5809270333333332
1344,0.7233507333333336,3.9031561500000005,0.6495739666666667
1345,0.7718453333333333,2.595742033333333,0.8032185666666668
1346,0.9298642333333333,4.644932716666667,0.8569496666666667
1347,0.5813645666666667,3.9430787333333344,0.7274577499999999
1348,0.5396296,3.097167833333333,0.6590488
1349,0.6085464999999999,3.1727660500000003,0.7101220500000001
1350,0.7772457166666664,4.028308683333333,0.6249333666666668
1351,0.6460152166666666,3.220626683333333,0.6748436833333333
1352,0.9560173666666665,4.33834235,0.9186343
