minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1359,1.95783695224727,1.3613854291298588,41.63853737311861
1360,1.2401899933154175,1.8327944483543748,26.66673689633557
1361,2.0462836386964263,1.9198150238414882,34.337046420920686
1362,2.128223889921459,2.929650328197805,49.162849240256065
1363,2.0753157697483475,2.47133775872175,30.700982965939456
1364,3.261444448466442,2.5459999889663063,38.59773420118603
1365,2.85799871420842,3.656189535314077,46.39149740855339
1366,2.76470123224088,2.322400441775979,40.87847802595098
1367,2.278784964107272,3.0716875670606796,34.13918682980745
1368,2.5266527227038797,4.241045538344293,43.81253978310238
1369,2.2179059957406086,4.863470913322381,34.08939342341172
