minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1359,6.891392092878503,1.9715368022765194,4.2485964963939375
1360,5.225028037270169,11.197829394436605,2.6030358648219014
1361,8.147730183787075,7.490907914627349,4.7748065144117575
1362,4.049655473068584,10.287910823496427,6.148679002459596
1363,6.329894124144411,5.623916484356014,3.408148879039557
1364,10.190407037176168,9.632307237740047,5.535675982293149
1365,7.740283308203679,11.553287422136853,5.450019259136694
1366,6.2097411563332585,7.10485810202844,5.319433955388529
1367,6.049131787632409,10.352072589342892,3.604953972871831
1368,7.02255331282185,12.143588853006438,4.584272685420749
1369,6.12581828538656,13.129797461318459,2.9294575833063914
1370,,,
