minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1359,6.920120272414757,15.754187854336934,8.26718092085396
1360,4.40857085908149,10.055483019173517,11.214639792316031
1361,8.243175560830531,12.802836060729312,11.235097215258023
1362,8.019717657999593,17.751446584880306,15.044627435491158
1363,6.7677249895231135,10.82754228791699,13.578305717396487
1364,11.159296851118151,13.65736340027759,13.043435259512638
1365,10.416397060798312,15.378236559659431,20.01018841212619
1366,10.470036754054757,13.241957867132141,13.394221291349247
1367,8.603031921022323,11.36946523242864,13.101432544105144
1368,10.112324667564277,14.661742876672147,15.196652146910447
1369,8.129916535345163,11.53182867362301,17.509331449459257
