minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1359,9.71986930892641,11.31397556217144,120.4781126164778
1360,6.192194774450194,15.347693701580761,76.898004949431
1361,11.578207601563893,15.375690522437415,97.90803175615483
1362,11.264342881578962,20.589188597258687,135.75189026134743
1363,9.505817793245635,18.582467292423534,82.80222828269952
1364,15.674136099159622,17.85047517233331,104.44291898740079
1365,14.630673184169279,27.384762092016288,117.60307374825726
1366,14.706014477051406,18.330540218658744,101.26615893689599
1367,12.083655000360277,17.92984683080237,86.94651386200054
1368,14.203578884310243,20.797240638977684,112.12378104043458
1369,11.419126128635966,23.96223694940972,88.18816726450387
