minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1359,9.679518254380602,2.6981288318744174,32.49059182784927
1360,7.338974997326236,15.324687983837432,19.9063798760284
1361,11.444146840408962,10.251614171256817,36.514714835448004
1362,5.688069050087462,14.079427165943086,47.021226873143554
1363,8.890848887595366,7.696559961230957,26.063377449800765
1364,14.313251895483795,13.182206817346499,42.333365614873536
1365,10.871854708899654,15.811146847781448,41.67831691073097
1366,8.722084314404427,9.723289197201,40.67968270143422
1367,8.49649545003391,14.167235169392185,27.56841893321141
1368,9.86374480913148,16.618998523837842,35.05763203824699
1369,8.604207846146577,17.968665381315148,22.40264772072167
1370,,,
