minute,perf_rapl,igpm,x_rest
1359,29.8,47.798915742143585,17.99891574214358
1360,38.3285,61.111174909658324,22.782674909658322
1361,41.7215,66.5917778743909,24.870277874390904
1362,35.781666666666666,58.02156651113916,22.239899844472493
1363,32.69316666666666,53.726796263326946,21.033629596660276
1364,37.96516666666666,62.183831340073354,24.218664673406685
1365,36.083333333333336,58.63614657795331,22.552813244619973
1366,31.125166666666665,52.06813262693113,20.942965960264463
1367,37.53283333333333,59.85793838849575,22.325105055162414
1368,35.93183333333333,59.38460893676085,23.45277560342752
1369,37.068,59.821499045640834,22.753499045640833
1370,39.26,63.4798386742832,24.2198386742832
