minutes,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1318,4.116666666666666,0.6666666666666666,0.4166666666666667
1319,4.1,0.6166666666666667,0.36666666666666664
1320,4.2,0.38333333333333336,0.3333333333333333
1321,4.15,0.36666666666666664,0.4166666666666667
1322,4.233333333333333,0.25,0.25
1323,4.2,0.4166666666666667,0.25
1324,4.233333333333333,0.26666666666666666,0.16666666666666666
1325,4.05,0.7666666666666667,0.48333333333333334
1326,4.116666666666666,0.5166666666666667,0.35
1327,4.133333333333334,0.5666666666666667,0.4166666666666667
1328,4.083333333333333,0.6,0.4166666666666667
1329,4.116666666666666,0.5166666666666667,0.21666666666666667
1330,4.183333333333334,0.38333333333333336,0.3333333333333333
1331,4.233333333333333,0.35,0.23333333333333334
1332,4.133333333333334,0.48333333333333334,0.15
1333,4.1,0.65,0.3
1334,4.083333333333333,0.55,0.38333333333333336
1335,4.1,0.55,0.35
1336,4.183333333333334,0.5333333333333333,0.23333333333333334
1337,1.3166666666666667,0.06666666666666667,0.15
