,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,225.909176,11.131486,1.789405
1,228.00895399999996,9.842918,1.722722
2,231.305986,6.772233,1.524866
3,231.48812299999997,6.377587,1.707057
4,234.04949700000003,4.3915630000000005,1.197255
5,231.20815600000006,7.195436999999998,1.221842
6,233.96303499999996,4.906928000000001,0.8134089999999999
7,223.893397,13.423208999999998,2.1813740000000004
8,229.57252299999993,8.450628,1.5468779999999998
9,227.370812,10.282966000000002,1.889838
10,227.79756400000002,9.970712,1.798271
11,230.504826,8.039389,1.083607
12,231.009888,7.1847629999999985,1.4179410000000001
13,232.04824000000002,6.416964,1.1818920000000002
14,231.356149,7.586092,0.713481
15,226.859297,11.541872999999999,1.2237879999999999
16,228.45837400000005,9.539657,1.5660030000000003
17,229.20173200000002,8.720148,1.642895
18,229.28283199999998,9.150306,1.1529730000000002
19,71.866778,1.189957,0.738678
