minutes,cp,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
34,,19.273193882740024,15.69622414548022,36.80516648168778
36,,24.5615133573522,28.00177574564266,70.57104592533652
37,,24.42235607008989,30.12755022289353,61.23088003719821
38,,25.878219201518018,22.365006860210748,72.57722713891852
