minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1198,4.332148166666666,9.491643399999997,5.274359233333333,2.185096100000001,0.0
1200,2.1660586833333335,5.2452334999999985,2.4517506999999994,1.2257148333333332,0.0
1201,1.9854720499999996,4.859842966666668,2.850545116666666,1.2173465499999998,0.0
1202,2.3276212166666657,4.7620902166666665,2.7363034999999996,1.4094015999999998,0.0
1203,1.5307837166666662,6.589493616666667,2.8660957999999996,1.0885000833333331,0.0
1204,1.8583516166666671,6.164669133333335,3.0804975333333338,1.2782319000000002,0.0
1205,2.114373966666666,3.945213850000001,2.464366183333334,1.1661601166666669,0.0
1206,2.3630777999999997,6.912964416666667,2.2357761,1.0264902,0.0
1207,2.386100083333333,5.412856700000001,3.2773329333333336,1.1056621333333332,0.0
1208,2.492103483333333,4.631221366666667,3.007589866666666,1.2366463,0.0
1209,2.1736882166666667,5.262159416666666,2.588270416666667,1.2476273666666664,0.0
1210,2.5612085,6.704735516666667,2.5659292499999995,1.0836732,0.0
1211,2.2406570166666664,4.760192133333335,2.3214745166666666,0.8885653999999996,0.0
