minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1198,6.6320797711778505,40.1024520965231,12.735244549730957,1.1931694766881122,0.0
1200,7.367626577854695,38.17791727656663,12.665306870498345,1.2678296610274744,0.0
1201,7.101566336688108,40.10754797877524,13.255439393694779,1.2773860882340153,0.0
1202,6.580177967480593,38.23188083640616,12.38509773958504,1.2333841866536734,0.0
1203,5.907451913990421,36.78968133814886,11.673235148612926,1.1317845085991796,0.0
1204,5.791649915343436,32.13046634806831,11.212450613485384,1.1153385762142993,0.0
1205,7.659669516634001,44.178171959186095,14.557675168121555,1.413405051152207,0.0
1206,6.105475290743619,36.501426981516836,11.685091249071549,1.0643900655868028,0.0
1207,6.444584093670026,37.922478639718,12.13112846468091,1.1756771471692544,0.0
1208,6.785914330637009,37.246338751687325,13.048760406044025,1.2597932970237797,0.0
1209,6.692269065730325,41.051582586356176,12.551584491274065,1.2378072118330097,0.0
1210,5.789438636282398,37.396949935477195,11.237496515054312,1.0323375320709818,0.0
1211,,,,,
