minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1198,16.33237332878636,39.50378850136956,25.084016920141142,8.297091394820676,0.0
1200,17.164668555760578,35.57855536144004,23.600096108049566,8.340515728698001,0.0
1201,16.508767693700623,37.29536666889965,24.64591097036034,8.385073466027025,0.0
1202,15.649510634942136,36.371151190220445,23.558780128444347,8.282962206473476,0.0
1203,14.66531587406062,36.533014898915724,23.17782606305634,7.9337617315625835,0.0
1204,15.076258665022515,33.456196646806184,23.34436471236518,8.19826935411961,0.0
1205,16.224950321458966,37.43254423622214,24.663551093110193,8.454037397570605,0.0
1206,15.345997501025282,36.6989593729475,23.49080999882187,7.5544115299173775,0.0
1207,15.799008111591718,37.187750100115764,23.78627127878748,8.138552799939355,0.0
1208,16.16259670442371,35.485801110131234,24.857775395126787,8.472786030627788,0.0
1209,16.01655665652307,39.30012452611807,24.026170429462475,8.365134944106016,0.0
1210,15.039539692701817,38.85997649238147,23.34844156263365,7.572582056601175,0.0
1211,,,,,
