minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1198,4.332148166666666,9.491643399999997,5.274359233333333,2.185096100000001,0.0
1200,3.033333333333333,5.933333333333334,3.45,2.25,0.0
1201,2.8833333333333333,5.483333333333333,3.933333333333333,2.25,0.0
1202,3.35,5.316666666666666,3.5833333333333335,2.566666666666667,0.0
1203,2.283333333333333,7.333333333333333,3.9166666666666665,1.95,0.0
1204,2.683333333333333,6.85,4.2,2.2666666666666666,0.0
1205,3.1666666666666665,4.4,3.5,2.183333333333333,0.0
1206,3.3333333333333335,7.75,3.0,1.9166666666666667,0.0
1207,3.566666666666667,6.066666666666666,4.45,2.066666666666667,0.0
1208,3.566666666666667,5.233333333333333,4.083333333333333,2.1666666666666665,0.0
1209,3.1333333333333333,5.833333333333333,3.466666666666667,2.283333333333333,0.0
1210,3.8,7.483333333333333,3.5,2.1166666666666667,0.0
1211,3.25,5.35,3.1666666666666665,1.6166666666666667,0.0
