timestamp,sensor,target,socket,cpu,INSTRUCTION_RETIRED,UNHALTED_CORE_CYCLES,time_enabled,time_running
1689817321757,sensor,all,0,13,17214,84159,2476357,2476357
1689817321757,sensor,all,0,12,14841,80355,2476186,2476186
1689817321757,sensor,all,0,15,17198,84221,2480770,2480770
1689817321757,sensor,all,0,14,14877,79590,2451966,2451966
1689817321757,sensor,all,0,17,17235,123441,2456955,2456955
1689817321757,sensor,all,0,0,23500,103054,2504239,2504239
1689817321757,sensor,all,0,16,7972,67387,2531903,2531903
1689817321757,sensor,all,0,1,207597,2450761,2479226,2479226
1689817321757,sensor,all,0,19,17186,96934,2498242,2498242
1689817321757,sensor,all,0,2,425068,2428359,2453934,2453934
1689817321757,sensor,all,0,18,7891,62327,2402218,2402218
1689817321757,sensor,all,0,3,7943,62270,2376903,2376903
1689817321757,sensor,all,0,22,7889,62283,2296459,2296459
1689817321757,sensor,all,0,4,14693,79355,2309328,2309328
1689817321757,sensor,all,0,5,7955,64609,2303893,2303893
1689817321757,sensor,all,0,23,14634,81414,2297848,2297848
1689817321757,sensor,all,0,20,10511,77979,2298507,2298507
1689817321757,sensor,all,0,6,7948,64206,2329272,2329272
1689817321757,sensor,all,0,7,22278,99994,2258066,2258066
1689817321757,sensor,all,0,21,10465,96541,2288468,2288468
1689817321757,sensor,all,0,8,7851,63078,2233868,2233868
1689817321757,sensor,all,0,9,7972,61944,2209274,2209274
1689817321757,sensor,all,0,11,7914,63461,2168167,2168167
1689817321757,sensor,all,0,10,7885,62427,2125164,2125164
1689817322758,sensor,all,0,13,5448391,8554449,974021226,974021226
1689817322758,sensor,all,0,12,1239471,2908671,973999189,973999189
1689817322758,sensor,all,0,15,47278598,48039216,973974761,973974761
1689817322758,sensor,all,0,14,1348112,4167839,973945954,973945954
1689817322758,sensor,all,0,17,288192259,114703488,973925198,973925198
1689817322758,sensor,all,0,0,3426443,8731814,973956788,973956788
1689817322758,sensor,all,0,16,4219188,8475885,973983554,973983554
1689817322758,sensor,all,0,1,816365,4168958,973958748,973958748
1689817322758,sensor,all,0,19,2344821,4434812,973970739,973970739
1689817322758,sensor,all,0,2,583110,1795036,973923960,973923960
1689817322758,sensor,all,0,18,1941413,3383539,973873610,973873610
1689817322758,sensor,all,0,3,11852157,17052029,973849306,973849306
1689817322758,sensor,all,0,22,4382881,7151597,973760635,973760635
1689817322758,sensor,all,0,4,1210284,4154351,973784521,973784521
1689817322758,sensor,all,0,5,87203571,85200802,973706456,973706456
1689817322758,sensor,all,0,23,132353092,135584746,973735580,973735580
1689817322758,sensor,all,0,20,2409390,4918549,973707749,973707749
1689817322758,sensor,all,0,6,331054,1663639,973737530,973737530
1689817322758,sensor,all,0,7,1549006,5527884,973709856,973709856
1689817322758,sensor,all,0,21,2799717,6422288,973705711,973705711
1689817322758,sensor,all,0,8,100113,507378,973696640,973696640
1689817322758,sensor,all,0,9,492118,2080668,973693273,973693273
1689817322758,sensor,all,0,11,2277937,5238094,973655465,973655465
1689817322758,sensor,all,0,10,73173,377225,973598053,973598053
1689817323758,sensor,all,0,13,146014,668519,1974404322,1974404322
1689817323758,sensor,all,0,12,1313963,2832611,1974381335,1974381335
1689817323758,sensor,all,0,15,1501498,1874555,1974356364,1974356364
1689817323758,sensor,all,0,14,1418706,4389595,1974328161,1974328161
1689817323758,sensor,all,0,17,97899,551931,1974308939,1974308939
1689817323758,sensor,all,0,0,2953692,11196768,1974343542,1974343542
1689817323758,sensor,all,0,16,812986,3359635,1974369571,1974369571
1689817323758,sensor,all,0,1,598961,3277582,1974326826,1974326826
1689817323758,sensor,all,0,19,87715,476186,1974339578,1974339578
1689817323758,sensor,all,0,2,7734031,12450076,1974291803,1974291803
1689817323758,sensor,all,0,18,91760,514689,1974255154,1974255154
1689817323758,sensor,all,0,3,132743,725655,1974230889,1974230889
1689817323758,sensor,all,0,22,580080,1755552,1974142658,1974142658
1689817323758,sensor,all,0,4,1332977,4675187,1974166780,1974166780
1689817323758,sensor,all,0,5,87115571,80287672,1974105035,1974105035
1689817323758,sensor,all,0,23,2452439,10007014,1974118695,1974118695
1689817323758,sensor,all,0,20,118754,579479,1974101196,1974101196
1689817323758,sensor,all,0,6,446250,2255926,1974131399,1974131399
1689817323758,sensor,all,0,7,1307347,4915134,1973971221,1973971221
1689817323758,sensor,all,0,21,432072,1620123,1974051392,1974051392
1689817323758,sensor,all,0,8,64486,419122,1973946344,1973946344
1689817323758,sensor,all,0,9,117554,579857,1973923484,1973923484
1689817323758,sensor,all,0,11,929546,2586300,1973881431,1973881431
1689817323758,sensor,all,0,10,58762,396364,1973822120,1973822120
1689817324759,sensor,all,0,13,77251,450513,2974758179,2974758179
1689817324759,sensor,all,0,12,101470,554058,2974735155,2974735155
1689817324759,sensor,all,0,15,1471584,1676859,2974709976,2974709976
1689817324759,sensor,all,0,14,1375196,4140261,2974681861,2974681861
1689817324759,sensor,all,0,17,82750,493583,2974664320,2974664320
1689817324759,sensor,all,0,0,4046523,12161755,2974700301,2974700301
1689817324759,sensor,all,0,16,2785404,5976280,2974724838,2974724838
1689817324759,sensor,all,0,1,728995,3888629,2974681268,2974681268
1689817324759,sensor,all,0,19,29036,227617,2974694622,2974694622
1689817324759,sensor,all,0,2,984770,3168646,2974646819,2974646819
1689817324759,sensor,all,0,18,28924,227747,2974637635,2974637635
1689817324759,sensor,all,0,3,7231884,9945187,2974613103,2974613103
1689817324759,sensor,all,0,22,492364,1370461,2974524354,2974524354
1689817324759,sensor,all,0,4,1238581,4260280,2974548557,2974548557
1689817324759,sensor,all,0,5,87036908,78387422,2974511037,2974511037
1689817324759,sensor,all,0,23,2492731,10083334,2974532304,2974532304
1689817324759,sensor,all,0,20,46438551,25694926,2974499003,2974499003
1689817324759,sensor,all,0,6,380482,2020045,2974534286,2974534286
1689817324759,sensor,all,0,7,1423999,5356562,2974482559,2974482559
1689817324759,sensor,all,0,21,5672024,7217124,2974491539,2974491539
1689817324759,sensor,all,0,8,61251,375822,2974462955,2974462955
1689817324759,sensor,all,0,9,28923,228045,2974440921,2974440921
1689817324759,sensor,all,0,11,1621546,3294264,2974399380,2974399380
1689817324759,sensor,all,0,10,79753,369072,2974339520,2974339520
1689817325759,sensor,all,0,13,569830,1650870,3975127971,3975127971
1689817325759,sensor,all,0,12,1283783,2592333,3975114665,3975114665
1689817325759,sensor,all,0,15,1558197,2017293,3975088925,3975088925
1689817325759,sensor,all,0,14,1466788,4504954,3975059480,3975059480
1689817325759,sensor,all,0,17,144514,680928,3975060094,3975060094
1689817325759,sensor,all,0,0,4569416,13375907,3975049719,3975049719
1689817325759,sensor,all,0,16,4137497,7639826,3975062674,3975062674
