minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1054,13.838011345676245,,2.196027338054508,8.3650104904506,2.2047819544445644
1055,5.481669681772293,,1.8929869397267356,3.935166887463848,1.7146230019996274
1056,7.621699430042388,,2.320773863781752,6.063864362999305,2.2230925739787177
1057,13.117969587332773,,3.2584202244644547,7.536190158605075,2.7565741735802156
1058,4.791807018885179,,1.7914086269156413,3.877526888211144,1.5469400617161968
1059,3.9109243431437366,,1.341069683200026,3.254001117069549,1.227214293254129
1060,10.929060534583654,,2.2290530810082245,6.849096371467822,2.425861191866223
1061,7.002744491852392,,2.1837008882620457,5.629627032439366,2.1431203761434974
1062,5.631942308712208,,2.132947155802372,5.569578421297274,2.039046708279713
1063,3.0551730534287747,,1.2077930606433622,3.6947334155506977,1.0252795133987134
1064,2.3893135035110284,,1.5269743738794899,3.8333302161479548,1.3339658962820535
1065,1.784159140898461,,1.3582101644677,3.6492550824681986,1.2449065255883964
