minute,perf_rapl,igpm,x_rest
1054,44.48179487179487,73.90547439155812,29.423679519763244
1055,46.31766666666667,78.16858214305519,31.850915476388526
1056,41.88633333333333,69.62561198699312,27.73927865365978
1057,41.367333333333335,70.96638214230187,29.599048808968533
1058,45.050333333333334,79.72623365626286,34.67590032292954
1059,57.66116666666667,90.54772943781944,32.88656277115277
1060,47.9895,76.4520789285134,28.462578928513405
1061,46.122499999999995,77.02362959379526,30.90112959379526
1062,50.50483333333333,83.43948543892607,32.93465210559273
1063,62.62593220338983,101.52127475201463,38.8953425486248
1064,53.44983333333333,89.9250826322628,36.47524929892947
1065,66.44733333333333,101.23447052855892,34.78713719522559
1066,63.17666666666667,97.5291940198282,34.35252735316153
