minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1054,13.790858605149484,,5.152738790959719,13.90242807305958,14.159951082842774
1055,7.631235970398129,,5.76997911543561,7.3394661101012115,13.28570175128212
1056,7.47804435093492,,5.342776877713398,12.975475750972894,8.87827381257511
1057,6.00396712864121,,4.467800656114448,12.661582178801094,12.361884220330586
1058,3.4345490131199896,,4.166695371664874,8.088561309952773,10.754221198425759
1059,4.931191201320637,,5.086254414642009,12.34750604526084,11.493639097588497
1060,7.4810800610318315,,4.507527515743794,13.468949132585328,14.911795345498087
1061,4.390980974574894,,6.407142950446359,11.53820898831012,13.673876871980685
1062,4.228198096103376,,3.9297945080164256,11.00573221382479,12.683105809309419
1063,4.041860125059092,,4.178057425828808,12.172753453243654,11.851079861718235
1064,2.3564812069012144,,4.423286626203779,8.015761222866006,17.12550612401117
1065,,,3.7006610129025455,10.634312127531542,11.517913002764923
1066,,,,,
