minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1,cp
1054,4.2700356783716495,2.2728087463293094,5.5474822520046185,1.2932516498253774,
1055,2.0087605423806463,1.9591729113489238,2.1975314596403472,1.0057407362639557,
1056,3.0953837067356296,2.4019168816580128,3.0554420907802515,1.3039920492894297,
1057,3.8469528392072023,3.372346899806811,5.258826694834499,1.6169145845293948,
1058,1.9793374049450945,1.8540430371466476,1.9209743169203655,0.9073835092683511,
1059,1.6610500229748912,1.3879585434097361,1.5678396874057814,0.7198430240418098,
1060,3.4962162813973956,2.306989193966964,4.381320973958494,1.4229293660101163,
1061,2.8737212358411166,2.2600513173055354,2.8073109505010176,1.2570830220352516,
1062,2.843068589044545,2.207523042705185,2.2577738391331033,1.1960368753190678,
1063,1.8860279403694542,1.2500220668555007,1.2247799100117471,0.6013948089343294,
1064,1.9567766004140599,1.5803631640800107,0.9578453091342416,0.7824599583191708,
1065,1.8628128941866873,1.4056983206276172,0.7152466435849955,0.7302206981738304,
