timestamp,ipmi
2023-08-23 19:58:40.321150079,113
2023-08-23 19:58:41.320377696,100
2023-08-23 19:58:42.32179097,107
2023-08-23 19:58:43.323104582,121
2023-08-23 19:58:44.323957686,138
2023-08-23 19:58:45.324416374,140
2023-08-23 19:58:46.324185568,116
2023-08-23 19:58:47.325526073,93
2023-08-23 19:58:48.329688628,97
2023-08-23 19:58:49.327616371,94
2023-08-23 19:58:50.328999166,143
2023-08-23 19:58:51.32883765,137
2023-08-23 19:58:52.331914165,139
2023-08-23 19:58:53.330354536,132
2023-08-23 19:58:54.332613048,134
2023-08-23 19:58:55.328852618,169
2023-08-23 19:58:56.329610372,204
2023-08-23 19:58:57.331336434,208
2023-08-23 19:58:58.335341332,223
2023-08-23 19:58:59.329673934,232
2023-08-23 19:59:00.33108321,234
2023-08-23 19:59:01.334899971,249
2023-08-23 19:59:02.334091718,253
2023-08-23 19:59:03.33178247,251
2023-08-23 19:59:04.335151171,254
2023-08-23 19:59:05.336767005,262
2023-08-23 19:59:06.33615297,251
2023-08-23 19:59:07.34723619,248
2023-08-23 19:59:08.33614085,244
2023-08-23 19:59:09.338285872,254
2023-08-23 19:59:10.347388775,238
2023-08-23 19:59:11.336548435,230
2023-08-23 19:59:12.340618148,236
2023-08-23 19:59:13.348909322,248
2023-08-23 19:59:14.339306321,257
2023-08-23 19:59:15.340905245,254
2023-08-23 19:59:16.35506209,233
2023-08-23 19:59:17.347051478,237
2023-08-23 19:59:18.347481786,246
2023-08-23 19:59:19.355133599,244
2023-08-23 19:59:20.347233348,228
2023-08-23 19:59:21.348508667,235
2023-08-23 19:59:22.34731268,237
2023-08-23 19:59:23.348312506,233
2023-08-23 19:59:24.349810491,239
2023-08-23 19:59:25.348098399,240
2023-08-23 19:59:26.353495057,255
2023-08-23 19:59:27.35064729,260
2023-08-23 19:59:28.349861422,228
2023-08-23 19:59:29.349579269,222
2023-08-23 19:59:30.351395782,224
2023-08-23 19:59:31.354193939,239
2023-08-23 19:59:32.351880799,242
2023-08-23 19:59:33.351151128,240
2023-08-23 19:59:34.353125508,248
2023-08-23 19:59:35.358338996,238
2023-08-23 19:59:36.354469795,247
2023-08-23 19:59:37.355520967,245
2023-08-23 19:59:38.35805735,231
2023-08-23 19:59:39.358406968,228
2023-08-23 19:59:40.354978504,242
2023-08-23 19:59:41.358912293,258
2023-08-23 19:59:42.359598475,257
2023-08-23 19:59:43.358997107,245
2023-08-23 19:59:44.360063516,265
2023-08-23 19:59:45.363489962,260
2023-08-23 19:59:46.361640506,239
2023-08-23 19:59:47.359522044,250
2023-08-23 19:59:48.361780836,244
2023-08-23 19:59:49.363024837,253
2023-08-23 19:59:50.362897267,268
2023-08-23 19:59:51.364282442,275
2023-08-23 19:59:52.364970599,279
2023-08-23 19:59:53.365635486,267
2023-08-23 19:59:54.371615738,243
2023-08-23 19:59:55.366946311,231
2023-08-23 19:59:56.367805176,225
2023-08-23 19:59:57.368603532,236
2023-08-23 19:59:58.369247718,244
2023-08-23 19:59:59.369050857,253
2023-08-23 20:00:00.370739655,253
2023-08-23 20:00:01.369464006,239
2023-08-23 20:00:02.372465657,230
2023-08-23 20:00:03.374499438,242
2023-08-23 20:00:04.375588497,248
2023-08-23 20:00:05.379076753,268
2023-08-23 20:00:06.372519666,254
2023-08-23 20:00:07.375811942,259
2023-08-23 20:00:08.374743423,256
2023-08-23 20:00:09.376331402,251
2023-08-23 20:00:10.374763355,252
2023-08-23 20:00:11.378049412,251
2023-08-23 20:00:12.380651561,244
2023-08-23 20:00:13.394380061,269
2023-08-23 20:00:14.385722902,225
2023-08-23 20:00:15.393182064,230
2023-08-23 20:00:16.380633326,228
2023-08-23 20:00:17.382342565,229
2023-08-23 20:00:18.382531092,221
2023-08-23 20:00:19.379986304,223
2023-08-23 20:00:20.39850245,250
2023-08-23 20:00:21.381848036,269
