,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,175.0,432.0,208.0,138.0
1,177.0,401.0,239.0,136.0
2,205.0,468.0,220.0,157.0
3,138.0,512.0,237.0,115.0
4,175.0,549.0,260.0,139.0
5,191.0,370.0,210.0,130.0
6,206.0,589.0,185.0,115.0
7,217.0,475.0,271.0,122.0
8,219.0,464.0,252.0,134.0
9,189.0,462.0,216.0,139.0
10,230.0,541.0,208.0,125.0
11,196.0,402.0,194.0,97.0
