minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
574,2.9166666666666665,7.2,3.466666666666667,2.3
575,2.95,6.683333333333334,3.9833333333333334,2.2666666666666666
576,3.4166666666666665,7.8,3.6666666666666665,2.6166666666666667
577,2.3,8.533333333333333,3.95,1.9166666666666667
578,2.9166666666666665,9.15,4.333333333333333,2.316666666666667
579,3.183333333333333,6.166666666666667,3.5,2.1666666666666665
580,3.433333333333333,9.816666666666666,3.0833333333333335,1.9166666666666667
581,3.6166666666666667,7.916666666666667,4.516666666666667,2.033333333333333
582,3.65,7.733333333333333,4.2,2.2333333333333334
583,3.15,7.7,3.6,2.316666666666667
584,3.8333333333333335,9.016666666666667,3.466666666666667,2.0833333333333335
585,3.2666666666666666,6.7,3.2333333333333334,1.6166666666666667
