minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
574,40.21492762954728,95.20139536765748,70.86124887650757,19.80412069568707
575,37.13712351337924,96.74712361671064,74.66374630464298,20.513474287535573
576,40.04121610647143,107.95170890386592,66.45027642736814,19.71560006055114
577,43.45537865213479,108.93746113157222,62.90182313409257,17.00095315666609
578,47.08302351579866,103.12998319427848,58.367094323815515,19.13873106073486
579,42.094014116747,98.11876233195976,60.890251160479025,23.5285623833231
580,39.940916685467,110.76492356616625,52.83614978882441,27.619031440538315
581,37.33859927916393,113.26837203741111,48.937194401453574,30.28599726665148
582,37.560099610392314,116.02650418962615,45.310272910842535,25.057738409097666
583,38.305178224573005,118.76168491813668,46.4332502859021,24.377289722563944
584,44.24983957210757,117.68801225299666,50.712678472636,19.03642087496599
585,45.818610862585295,111.376698965344,55.043937994035986,17.097919361644024
