,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,118.67702499999999,373.7286670000001,149.89426000000003,75.67216099999997
1,119.99673699999998,345.3757689999999,173.42668199999997,74.086392
2,143.42797700000003,409.319408,169.50526599999995,87.14834300000001
3,94.53471700000001,450.90889900000013,173.63218999999998,66.78717200000001
4,123.815998,477.1748240000001,190.184303,78.965674
5,129.95790799999997,325.08022600000027,149.992417,71.209105
6,146.62444399999998,518.665915,137.215168,63.86259000000002
7,147.32086199999998,413.602892,200.462977,67.59724100000001
8,154.80974099999997,401.2774289999998,186.045899,75.845198
9,132.458997,403.97350500000005,160.03455000000002,77.34647100000001
10,157.34747399999998,471.8732160000002,156.06301900000003,66.56430999999999
11,137.47969799999996,344.42829699999976,143.41891500000003,53.931334000000014
