minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1158,2.2,1.8166666666666667,1.3333333333333333,1.85
1159,2.8,2.433333333333333,1.3,1.6833333333333333
1160,2.066666666666667,1.9333333333333333,1.25,2.533333333333333
1161,1.8666666666666667,1.75,1.2,1.4666666666666666
1162,2.3,1.9833333333333334,1.9333333333333333,1.9166666666666667
1163,2.316666666666667,1.8166666666666667,1.8833333333333333,2.7
1164,2.0833333333333335,1.5166666666666666,1.7833333333333334,2.1666666666666665
1165,2.55,1.3,2.2,2.3666666666666667
1166,1.7666666666666666,1.7833333333333334,1.7666666666666666,2.15
1167,2.033333333333333,1.6166666666666667,2.033333333333333,1.9
1168,1.8833333333333333,1.95,1.8,1.6166666666666667
