minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1158,2.9947590355802856,4.57477527603933,9.842962619627736,9.510773873915104
1159,4.040716353972323,4.649367051491379,9.013305493565957,10.033628258806665
1160,3.477784980505192,4.2506044732652875,9.382961977169732,9.141724590921037
1161,3.64864892599345,5.25817245796399,9.651625858401996,9.214763137079235
1162,5.54765866602926,6.054671644320377,10.54123257739454,9.481977514804425
1163,5.87552769697324,6.084055163070283,9.317878810550493,10.029219172124355
1164,6.511892602710091,6.426163983067499,9.6496554883838,8.605434158005881
1165,7.334976869826565,6.654865857510282,10.744784037156139,7.244561656825321
1166,6.437200903522896,6.4129030788448125,13.300053900857709,7.7516713751001225
1167,7.636814940437183,5.675713271941885,14.784267872994514,7.941961542667126
1168,6.950100230898221,6.401740608538328,17.8413410710396,8.991903065078548
