minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1158,4.9038273433454815,2.251264460134462,6.526556849639786,5.877393212082988
1159,4.923062067605079,2.3761569696131626,6.060096147681237,6.686610404598512
1160,4.127103720237779,2.6724875013376503,4.947226013886862,6.2993990016101264
1161,3.55711179996152,3.0770243521341465,5.237664492230405,5.763510393597624
1162,4.592472868083916,3.373284260222645,5.946896609224307,5.734363418451905
1163,4.407220802078588,3.334465992092271,5.444363851165489,5.998381596640596
1164,4.531020750766311,3.476203859123167,5.744717622362954,5.454006499413717
1165,5.2588451721113145,2.908084941185612,6.626452095460814,4.693582646399891
1166,4.689058137877468,2.7872516078427636,7.505944913385582,4.784001407725761
1167,5.288856723350718,2.556602850704627,8.412630171467429,4.54920718216062
1168,4.725047162025764,3.062843463118239,10.09726084835344,4.873554136659862
