,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
0,79.82564799999999,47.49717100000001,52.14086399999999,70.301806
1,109.49899,71.01165099999999,53.933066,62.768624
2,78.811533,49.94978599999999,47.529436,89.982367
3,67.15331699999997,42.339648000000004,50.52094800000001,50.34371899999999
4,80.76674499999999,52.772896000000024,89.631547,66.51228100000002
5,87.755828,48.749404,85.304954,102.36769800000003
6,76.028,42.790622000000006,76.55073399999998,76.68662900000002
7,95.32148299999999,33.855078000000006,105.890518,87.10255899999997
8,69.124963,46.629973,84.33097599999999,76.69290800000002
9,75.02640300000002,43.097065,98.16320900000005,70.36304200000001
10,69.22477099999998,53.16249199999998,94.61915199999999,59.264926999999986
