minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1230,4.944950174350966,4.739161361680673,3.0561615549418946
1231,4.6943835102805185,6.254328363861604,2.928166736074203
1232,4.6537048928955,6.418534074862688,3.2545498032415963
