,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,248.9848389999999,351.53239299999973,160.53011500000008,209.84579100000002,0.0
1,224.0,191.0,125.0,209.0,0.0
2,187.0,202.0,144.0,215.0,0.0
3,182.0,219.0,148.0,270.0,0.0
4,183.0,188.0,97.0,198.0,0.0
5,226.0,230.0,113.0,383.0,0.0
6,199.0,216.0,136.0,298.0,0.0
7,189.0,203.0,169.0,331.0,0.0
8,197.0,258.0,148.0,524.0,0.0
9,211.0,223.0,115.0,358.0,0.0
10,202.0,306.0,150.0,349.0,0.0
11,198.0,229.0,135.0,395.0,0.0
