,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,248.9848389999999,351.53239299999973,160.53011500000008,209.84579100000002,0.0
1,150.793117,141.852893,66.596393,144.55789899999996,0.0
2,129.01488000000003,142.57414800000004,78.53557500000002,159.96688299999997,0.0
3,126.90153600000004,158.24973699999998,78.625083,207.95366099999995,0.0
4,126.87062799999995,134.09498699999995,52.235599000000015,155.99067999999997,0.0
5,153.554171,170.34903199999997,61.704859000000006,304.50307599999996,0.0
6,136.23909400000002,153.90150799999998,74.45927400000002,244.56146600000008,0.0
7,127.77142500000002,145.414075,91.117797,270.56166099999996,0.0
8,137.211774,191.60827100000003,83.61254500000004,445.47099199999985,0.0
9,148.37262599999997,162.52844699999997,63.00025599999999,294.29036399999995,0.0
10,137.92696000000004,226.15717100000003,83.709329,293.31011699999993,0.0
11,138.25121899999996,167.06913600000001,73.953643,337.1560930000001,0.0
