minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1021,44.07743300397822,36.350044400755806,20.129729132043092,31.31789047505507,0.0
1023,44.73694029367047,35.77514648600115,20.0592460851409,40.240466508507744,0.0
1024,43.94342530022479,35.5218139563607,20.926982983499215,51.27267045308451,0.0
1025,41.33389366011951,34.93342317122805,19.342656024499153,53.70323255033891,0.0
1026,44.73687583585816,35.56132217598848,21.265570009239855,57.7056012018844,0.0
1027,38.43273831846011,31.213893652438227,17.39624662811912,62.10298576062567,0.0
1028,40.19434222493142,31.15924305376189,18.168735700865156,70.76721290822955,0.0
1029,38.91120504270989,31.374047349215832,17.975212638975854,64.14108533936319,0.0
1030,32.57914663951539,28.283895405063294,15.646164569495296,65.98556940248875,0.0
1031,37.04323734511163,30.915093613048462,16.97642636962371,65.3236670348282,0.0
1032,35.397362409179394,30.416274294389844,16.952333851711487,73.86176300595274,0.0
1033,,,,,
