minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1168,20.43785066243461,22.152503841284396,15.119561218180698,15.618223605581292,0.0
1170,20.958034852319628,21.941093609109082,15.562109351971197,23.586176371989765,0.0
1171,20.37450561166871,21.452138246838633,15.665130060359287,28.942972456478184,0.0
1172,19.73990530536935,21.522863164611778,15.238949720016938,29.789972413977676,0.0
1173,20.803468657956998,21.623830057139113,16.45449394955181,38.07147464066476,0.0
1174,20.326598975907245,21.236831250602318,15.048728606562001,32.35174859253959,0.0
1175,20.273501529167092,20.363367244409694,15.166952005624335,40.504935144993546,0.0
1176,19.213652164041545,19.753123508556953,14.771283643310996,42.968673476119996,0.0
1177,17.42410183415368,19.33926513005285,13.784597698882838,40.02064445663543,0.0
1178,18.518890363815302,20.64424693377836,14.466206675789879,41.70517788025719,0.0
1179,18.214388837769178,20.241359397306702,14.358921715010396,46.58844346307953,0.0
1180,,,,,
