,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,249.74757299999996,358.0475690000002,159.39311,126.81488399999999,0.0
1,147.55223600000002,140.531879,66.185389,97.21159699999995,0.0
2,128.60896499999998,143.01663199999996,77.357936,112.00745100000002,0.0
3,125.71153999999997,156.77795000000006,78.85164099999997,141.377425,0.0
4,125.57826200000001,133.915239,52.54086699999999,118.77010799999998,0.0
5,147.72079299999996,165.288611,60.29720899999998,159.56617300000002,0.0
6,133.82780900000003,151.38007999999996,74.06347599999998,149.275208,0.0
7,125.62047700000001,141.06046599999996,90.11519899999998,184.27506499999998,0.0
8,130.89855000000003,180.89435499999996,80.41736099999999,265.6570950000001,0.0
9,139.69121800000002,157.91166900000005,61.81943000000002,189.946293,0.0
10,135.02975499999997,221.336211,82.66654999999999,198.68463199999994,0.0
11,132.870582,162.061612,71.53611099999998,179.9835119999999,0.0
