minutes,pyaes-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
35,25.857953178028616,21.49804880448233,59.51822466267427
36,25.29227599387241,21.17694384636465,36.94912882986919
37,26.8907418570232,23.351601454891757,36.99784735369075
38,32.0197350144862,22.82718231529519,44.83355862293967
39,32.849063591812886,26.997803880368807,35.41296231794033
40,21.80538252490706,21.52810192160913,47.85447229436662
41,22.149402165760087,15.958624065657082,51.18677934841417
