,timestamp,target,perf_rapl,minutes
0,2023-08-05 18:49:54.487,dd-0-0.0.1,12.377507184210046,1129
1,2023-08-05 18:49:54.487,pyaes-0-0.0.1,24.738826098243155,1129
2,2023-08-05 18:49:54.487,video_processing-0-0.0.1,3.463913758433786,1129
3,2023-08-05 18:49:55.487,dd-0-0.0.1,6.03985305608613,1129
4,2023-08-05 18:49:55.487,pyaes-0-0.0.1,32.01793814316296,1129
5,2023-08-05 18:49:55.487,video_processing-0-0.0.1,13.795487785650103,1129
6,2023-08-05 18:49:57.488,dd-0-0.0.1,14.142464412168602,1129
7,2023-08-05 18:49:57.488,pyaes-0-0.0.1,23.29158242195541,1129
8,2023-08-05 18:49:57.488,video_processing-0-0.0.1,-0.0008427667380570253,1129
9,2023-08-05 18:49:59.488,dd-0-0.0.1,16.37876431252171,1129
10,2023-08-05 18:49:59.488,pyaes-0-0.0.1,15.478212946246266,1129
11,2023-08-05 18:49:59.488,video_processing-0-0.0.1,0.0029302772658310566,1129
12,2023-08-05 18:50:00.489,dd-0-0.0.1,0.0027621908131894666,1130
13,2023-08-05 18:50:00.489,pyaes-0-0.0.1,15.22975078658963,1130
14,2023-08-05 18:50:00.489,video_processing-0-0.0.1,0.011230834299839376,1130
15,2023-08-05 18:50:01.489,dd-0-0.0.1,0.0008681460222472249,1130
16,2023-08-05 18:50:01.489,pyaes-0-0.0.1,23.503179055854822,1130
17,2023-08-05 18:50:01.489,video_processing-0-0.0.1,0.0024315269945952996,1130
18,2023-08-05 18:50:03.491,dd-0-0.0.1,11.215399971251966,1130
19,2023-08-05 18:50:03.491,pyaes-0-0.0.1,0.009478604374824957,1130
20,2023-08-05 18:50:03.491,video_processing-0-0.0.1,0.01078333982906465,1130
21,2023-08-05 18:50:04.491,dd-0-0.0.1,17.661238499148286,1130
22,2023-08-05 18:50:04.491,pyaes-0-0.0.1,0.00630861053313318,1130
23,2023-08-05 18:50:04.491,video_processing-0-0.0.1,0.009533346963771231,1130
24,2023-08-05 18:50:07.493,dd-0-0.0.1,16.785284731703733,1130
