timestamp,rapl_uj,rapl_uj_diff,minute,second,rapl_pw
2023-08-29 18:38:57.562130975,11025265080,12191097,0.033224333333333335,1,15.786034
2023-08-29 18:38:58.563551993,11037456177,21151803,0.049914683333333335,2,12.191097
2023-08-29 18:38:59.563387680,11058607980,7605177,0.06657861666666667,3,21.151803
2023-08-29 18:39:00.564841790,11066213157,23358807,0.08326951666666667,4,7.605177
2023-08-29 18:39:01.564970466,11089571964,8253900,0.09993833333333332,5,23.358807
2023-08-29 18:39:02.565531493,11097825864,18974407,0.11661435,6,8.2539
2023-08-29 18:39:03.566826333,11116800271,13745357,0.1333026,7,18.974407
2023-08-29 18:39:04.566339724,11130545628,12702882,0.14996115000000002,8,13.745357
2023-08-29 18:39:05.567688280,11143248510,20666814,0.1666503,9,12.702882
2023-08-29 18:39:06.567238196,11163915324,5723356,0.18330946666666667,10,20.666814
2023-08-29 18:39:07.568728669,11169638680,23163800,0.20000096666666664,12,5.723356
2023-08-29 18:39:08.569112531,11192802480,7656936,0.21667403333333332,13,23.1638
2023-08-29 18:39:09.569027357,11200459416,19212396,0.2333392833333333,14,7.656936
2023-08-29 18:39:10.569976672,11219671812,13808556,0.25002176666666664,15,19.212396
2023-08-29 18:39:11.570751360,11233480368,12721808,0.26670135,16,13.808556
2023-08-29 18:39:12.572232375,11246202176,20778200,0.2833927,17,12.721808
2023-08-29 18:39:13.572155427,11266980376,5682458,0.30005808333333334,18,20.7782
2023-08-29 18:39:14.573403586,11272662834,23252835,0.31674555000000004,19,5.682458
2023-08-29 18:39:15.573736898,11295915669,7202043,0.33341776666666667,20,23.252835
2023-08-29 18:39:16.573306637,11303117712,18835920,0.35007726666666666,21,7.202043
2023-08-29 18:39:17.574409334,11321953632,14463060,0.36676231666666664,22,18.83592
2023-08-29 18:39:18.574206618,11336416692,12226632,0.3834256,23,14.46306
2023-08-29 18:39:19.575615384,11348643324,21035688,0.40011575000000005,24,12.226632
2023-08-29 18:39:20.575550564,11369679012,5526328,0.41678133333333334,25,21.035688
2023-08-29 18:39:21.577047789,11375205340,23593064,0.43347294999999997,26,5.526328
2023-08-29 18:39:22.577577406,11398798404,7504896,0.45014845000000003,27,23.593064
2023-08-29 18:39:23.577402267,11406303300,18802860,0.46681219999999995,28,7.504896
2023-08-29 18:39:24.578760331,11425106160,14388636,0.48350150000000003,29,18.80286
2023-08-29 18:39:25.578120308,11439494796,11922976,0.5001575,30,14.388636
2023-08-29 18:39:26.579443974,11451417772,21284084,0.5168462166666666,31,11.922976
2023-08-29 18:39:27.579236615,11472701856,5223891,0.5335094333333333,32,21.284084
2023-08-29 18:39:28.580464830,11477925747,23429781,0.5501965666666667,33,5.223891
2023-08-29 18:39:29.580923454,11501355528,8477508,0.5668708833333334,34,23.429781
2023-08-29 18:39:30.580855356,11509833036,18233871,0.5835364166666667,35,8.477508
2023-08-29 18:39:31.582061028,11528066907,15216405,0.6002231666666666,36,18.233871
2023-08-29 18:39:32.581941733,11543283312,11559795,0.61688785,37,15.216405
2023-08-29 18:39:33.583230453,11554843107,22026187,0.633576,38,11.559795
2023-08-29 18:39:34.583006469,11576869294,4996522,0.6502389333333334,39,22.026187
2023-08-29 18:39:35.584240502,11581865816,23439604,0.6669261666666666,40,4.996522
2023-08-29 18:39:36.584760306,11605305420,7926444,0.6836015,41,23.439604
2023-08-29 18:39:37.584828578,11613231864,18684636,0.7002693,42,7.926444
2023-08-29 18:39:38.586141593,11631916500,15177648,0.71695785,43,18.684636
2023-08-29 18:39:39.585706841,11647094148,11906772,0.7336172666666666,44,15.177648
2023-08-29 18:39:40.586825456,11659000920,22084236,0.7503025833333333,45,11.906772
2023-08-29 18:39:41.586828506,11681085156,5203194,0.7669693,46,22.084236
2023-08-29 18:39:42.588298213,11686288350,23507687,0.7836604666666667,47,5.203194
2023-08-29 18:39:43.588362269,11709796037,8898475,0.8003281999999999,48,23.507687
2023-08-29 18:39:44.589297501,11718694512,18395736,0.8170104499999999,49,8.898475
2023-08-29 18:39:45.590188955,11737090248,14969148,0.8336919666666667,50,18.395736
2023-08-29 18:39:46.591179692,11752059396,11678464,0.85037515,51,14.969148
2023-08-29 18:39:47.592623372,11763737860,20400251,0.8670658833333333,52,11.678464
2023-08-29 18:39:48.592577034,11784138111,6105625,0.8837317666666666,53,20.400251
2023-08-29 18:39:49.593887125,11790243736,23758742,0.9004202833333333,54,6.105625
2023-08-29 18:39:50.594551979,11814002478,6731148,0.9170980166666667,55,23.758742
2023-08-29 18:39:51.594418072,11820733626,19880751,0.93376245,56,6.731148
2023-08-29 18:39:52.595785461,11840614377,12424059,0.9504519166666667,57,19.880751
2023-08-29 18:39:53.595725009,11853038436,15553890,0.9671175666666667,58,12.424059
2023-08-29 18:39:54.597025298,11868592326,18545250,0.9838059166666666,59,15.55389
2023-08-29 18:39:55.597024810,11887137576,8342160,1.0004725666666667,60,18.54525
2023-08-29 18:39:56.598500284,11895479736,24112340,1.0171638333333333,61,8.34216
2023-08-29 18:39:57.598549669,11919592076,4514662,1.0338313166666666,62,24.11234
2023-08-29 18:39:58.599326773,11924106738,22025798,1.0505109333333333,63,4.514662
2023-08-29 18:39:59.600483976,11946132536,12212488,1.0671968833333334,64,22.025798
2023-08-29 18:40:00.600413445,11958345024,15188922,1.0838623833333334,65,12.212488
