timestamp,power,voltage,current,power_factor,discard
2023-03-27 18:59:18.069644,35.734,121.55,0.30902,0.9514,0
2023-03-27 18:59:18.320213,35.248,121.54,0.33225,0.8729,0
2023-03-27 18:59:18.570777,42.606,121.51,0.39007,0.8989,0
2023-03-27 18:59:18.821324,35.173,121.54,0.30836,0.9384,0
2023-03-27 18:59:19.071913,40.501,121.52,0.371,0.8984,0
2023-03-27 18:59:19.322541,38.084,121.55,0.32797,0.9553,0
2023-03-27 18:59:19.573102,41.434,121.52,0.35495,0.9606,0
2023-03-27 18:59:19.823710,38.914,121.53,0.33404,0.9586,0
2023-03-27 18:59:20.074245,39.954,121.52,0.34313,0.9582,0
2023-03-27 18:59:20.324804,39.838,121.52,0.34258,0.957,0
2023-03-27 18:59:20.575363,39.872,121.52,0.34509,0.9508,0
2023-03-27 18:59:20.825940,27.588,121.6,0.2526,0.8982,0
2023-03-27 18:59:21.076521,25.88,121.6,0.2416,0.8809,0
2023-03-27 18:59:21.327087,27.911,121.57,0.27164,0.8452,0
2023-03-27 18:59:21.577659,30.153,121.54,0.27135,0.9143,0
2023-03-27 18:59:21.828210,34.0,121.5,0.29452,0.9501,0
2023-03-27 18:59:22.078932,29.495,121.56,0.26022,0.9325,0
2023-03-27 18:59:22.329531,34.335,121.53,0.29618,0.9539,0
2023-03-27 18:59:22.580115,35.529,121.54,0.31137,0.9388,0
2023-03-27 18:59:22.830690,31.031,121.54,0.27236,0.9374,0
2023-03-27 18:59:23.081277,33.201,121.54,0.29162,0.9367,0
2023-03-27 18:59:23.331850,34.442,121.54,0.29787,0.9513,0
2023-03-27 18:59:23.582430,36.491,121.51,0.31696,0.9475,0
2023-03-27 18:59:23.833043,35.066,121.51,0.30245,0.9541,0
2023-03-27 18:59:24.083615,32.108,121.55,0.28521,0.9262,0
2023-03-27 18:59:24.334166,30.637,121.57,0.27067,0.9311,0
2023-03-27 18:59:24.584709,35.964,121.52,0.32513,0.9103,0
2023-03-27 18:59:24.835322,36.345,121.52,0.31339,0.9543,0
2023-03-27 18:59:25.085878,38.735,121.52,0.33524,0.9508,0
2023-03-27 18:59:25.336459,35.828,121.55,0.34146,0.8632,0
2023-03-27 18:59:25.587068,27.326,121.59,0.25541,0.8799,0
2023-03-27 18:59:25.837636,35.085,121.52,0.31547,0.9152,0
2023-03-27 18:59:26.088201,30.183,121.54,0.26374,0.9416,0
2023-03-27 18:59:26.338773,31.931,121.53,0.27803,0.945,0
2023-03-27 18:59:26.589326,33.971,121.52,0.29467,0.9487,0
2023-03-27 18:59:26.839893,37.679,121.48,0.34588,0.8967,0
2023-03-27 18:59:27.090507,35.441,121.49,0.30681,0.9508,0
2023-03-27 18:59:27.341092,39.414,121.49,0.359,0.9037,0
2023-03-27 18:59:27.591639,38.821,121.52,0.36219,0.882,0
2023-03-27 18:59:27.842238,35.29,121.56,0.30903,0.9394,0
2023-03-27 18:59:28.092806,36.261,121.57,0.31414,0.9495,0
2023-03-27 18:59:28.343349,32.556,121.57,0.29125,0.9195,0
2023-03-27 18:59:28.593894,35.019,121.56,0.30743,0.937,0
2023-03-27 18:59:28.844472,31.695,121.56,0.28093,0.9281,0
2023-03-27 18:59:29.095063,30.806,121.51,0.27042,0.9375,0
2023-03-27 18:59:29.345609,32.355,121.51,0.28496,0.9344,0
2023-03-27 18:59:29.596151,35.18,121.51,0.32066,0.9029,0
2023-03-27 18:59:29.846712,35.617,121.51,0.31026,0.9447,0
2023-03-27 18:59:30.097291,30.679,121.58,0.27428,0.92,0
2023-03-27 18:59:30.347835,35.458,121.55,0.31344,0.9307,0
2023-03-27 18:59:30.598408,33.76,121.55,0.30147,0.9213,0
2023-03-27 18:59:30.848996,33.839,121.55,0.29711,0.937,0
2023-03-27 18:59:31.099556,28.536,121.57,0.25256,0.9294,0
2023-03-27 18:59:31.350098,34.728,121.53,0.31209,0.9156,0
2023-03-27 18:59:31.600670,40.718,121.47,0.35331,0.9488,0
2023-03-27 18:59:31.851263,38.141,121.48,0.32866,0.9553,0
2023-03-27 18:59:32.101818,40.083,121.46,0.34296,0.9623,0
2023-03-27 18:59:32.352382,39.502,121.46,0.33871,0.9602,0
