minute,perf_rapl,ipmi,x_rest
1170,99.74909090909091,244.2,144.4509090909091
1171,99.27116666666667,244.06666666666666,144.7955
1172,101.80116666666666,247.58333333333334,145.78216666666668
1173,95.41457627118645,242.10169491525423,146.6871186440678
1174,107.86816666666667,255.0,147.13183333333333
1175,103.27199999999999,250.08333333333334,146.81133333333335
1176,107.2235,255.18333333333334,147.95983333333334
1177,116.13283333333334,263.85,147.71716666666669
1178,108.71633333333332,256.4166666666667,147.70033333333333
1179,114.78150000000001,260.8833333333333,146.10183333333333
1180,108.04266666666668,255.88333333333333,147.84066666666666
1181,115.02000000000001,265.0,149.98
