timestamp,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,igpm,voltage,current,power_factor,discard,load_avg_1minute,cpu_pct,cpu_pct_process
2023-08-06 19:42:37,4.757,0.792,3.617,0.703,9.869,12.824,,,,,2.16,,0
2023-08-06 19:42:38,4.757,0.792,3.617,0.702,9.868411764705883,12.824,,,,,2.16,,0
2023-08-06 19:42:39,4.757,0.792,3.611,0.702,9.86548401826484,12.824,120.95,0.13981,0.7584,0.0,2.16,,0
2023-08-06 19:42:40,4.757,0.792,3.611,0.702,9.8641085669167,12.824,120.95,0.13981,0.7584,0.0,2.16,0.0,0
2023-08-06 19:42:41,4.757,0.792,3.611,0.702,9.863348202372796,13.479859146803216,120.95,0.14262,0.8009,0.0,2.16,0.0,0
2023-08-06 19:42:42,4.757,0.792,3.617,0.703,9.8652698177936,12.70653641973518,121.04,0.23355,0.5845,0.0,2.1375,,0
2023-08-06 19:42:43,4.757,0.792,3.623,0.703,9.868450843609903,12.909728189326268,120.92,0.22882,0.5845,0.0,2.115,,0
2023-08-06 19:42:44,4.757,0.792,3.611,0.702,9.866397202185565,12.767070172178704,120.93,0.16382,0.4045,0.0,2.0925,,0
2023-08-06 19:42:45,4.757,0.792,3.611,0.702,9.86502257016976,11.848724710280562,120.97,0.17796,0.4857,0.0,2.07,0.0,0
2023-08-06 19:42:46,4.757,0.792,3.611,0.702,9.864089440515695,13.245982484793862,120.9,0.22663,0.5735,0.0,2.07,0.0,0
2023-08-06 19:42:47,4.757,0.792,3.511,0.702,9.832844799722833,12.684400542189714,121.15,0.23643,0.5651,0.0,2.0475,,0
2023-08-06 19:42:48,4.757,0.792,3.617,0.703,9.843843597322426,10.798713471944852,120.97,0.17238,0.4136,0.0,2.025,,0
2023-08-06 19:42:49,4.757,0.792,3.918,0.703,9.942647822485709,11.550038699232557,120.98,0.16551,0.4099,0.0,2.0025,,0
2023-08-06 19:42:50,4.757,0.792,3.912,0.702,10.009204881067909,11.728987271438895,121.21,0.17808,0.4269,0.0,1.98,0.0,0
2023-08-06 19:42:52,4.757,0.792,3.912,0.702,10.055563507176503,12.736165871460575,121.07,0.2031,0.5062,0.0,1.9625,,0
2023-08-06 19:42:53,4.757,0.792,3.912,0.702,10.087901925063186,13.536971430677642,121.04,0.25737,0.5937,0.0,1.9449999999999998,,0
2023-08-06 19:42:54,4.757,0.792,3.912,0.702,10.110483880062212,15.710281643724619,120.99,0.1336,0.7728,0.0,1.9275,,0
2023-08-06 19:42:55,4.757,0.792,3.924,0.704,10.130471263770966,13.689006921939486,121.2,0.13594,0.7776,0.0,1.91,0.0,0
