seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
50001,3.96,,,12.997,,,,,,,,,2.72897,1.31,1.0,3.6,9.036999999999999
50002,3.68,,,12.997,,,,,86698620008.0,4275928.0,0.03321438333333333,1.0,2.72897,1.31,1.0,3.0,9.317
50003,5.85,,,12.997,,,,,86702895936.0,3075462.0,0.04987478333333333,2.0,4.275928,1.2,1.0,2.8,7.147
50004,4.19,,,12.997,,,,,86705971398.0,4941012.0,0.06656325,3.0,3.075462,1.2,1.0,2.5,8.806999999999999
50005,6.72,,,12.997,,,,,86710912410.0,3845646.0,0.08323533333333333,4.0,4.941012,1.2,1.0,2.4,6.277
50006,5.22,,,12.997,122.55,0.14238,0.7449,0.0,86714758056.0,3177866.0,0.09990824999999999,5.0,3.845646,1.2,1.0,2.3,7.777
50007,4.32,,,14.172882352941176,122.55,0.15207,0.8047,0.0,86717935922.0,2651266.0,0.11658408333333334,6.0,3.177866,1.2,0.0,2.3,9.852882352941176
50008,3.62,,,13.312300135660301,122.51,0.23139,0.5908,0.0,86720587188.0,3065604.0,0.13325371666666666,7.0,2.651266,1.2,0.0,2.3,9.6923001356603
50009,4.19,,,13.140792712361883,122.54,0.22772,0.5532,0.0,86723652792.0,2862821.0,0.14992585,8.0,3.065604,1.1,0.0,2.2,8.950792712361881
50010,3.88,,,12.385453515526882,122.6,0.18343,0.4529,0.0,86726515613.0,2612497.0,0.16660153333333336,9.0,2.862821,1.1,0.0,2.1,8.505453515526881
50011,3.55,,,12.99851640903016,122.55,0.13352,0.7679,0.0,86729128110.0,3114276.0,0.18327336666666666,10.0,2.612497,1.1,0.0,2.1,9.448516409030159
50012,4.23,,,12.859617492817518,122.51,0.13576,0.7729,0.0,86732242386.0,2837373.0,0.19994436666666668,11.0,3.114276,1.1,0.0,2.1,8.629617492817518
50013,3.87,,,11.871302812179167,122.55,0.18497,0.4467,0.0,86735079759.0,2834469.0,0.2166166833333333,12.0,2.837373,1.02,0.0,2.0,8.001302812179166
50014,3.85,,,13.522331518302053,122.53,0.23233,0.5869,0.0,86737914228.0,2715024.0,0.23328498333333333,13.0,2.834469,1.02,0.0,2.0,9.672331518302054
50015,3.69,,,12.915436623213886,122.52,0.22193,0.5321,0.0,86740629252.0,2659436.0,0.24997266666666668,14.0,2.715024,1.02,0.0,2.0,9.225436623213886
50016,3.62,,,11.634806009248681,122.55,0.18841,0.4535,0.0,86743288688.0,2715018.0,0.26664038333333334,15.0,2.659436,1.02,0.0,2.0,8.01480600924868
50017,3.71,,,12.753205871731707,122.49,0.22903,0.5867,0.0,86746003706.0,2848728.0,0.28332988333333337,16.0,2.715018,1.02,0.0,2.0,9.043205871731708
50018,3.9,,,14.238488651057642,122.53,0.14616,0.781,0.0,86748852434.0,4197511.0,0.30000581666666665,18.0,2.848728,1.02,0.0,2.0,10.338488651057641
50019,5.72,,,13.435554610678452,122.57,0.13362,0.7748,0.0,86753049945.0,2907427.0,0.31667778333333335,19.0,4.197511,0.93,1.0,1.9,7.715554610678452
50020,3.94,,,14.589449167006546,122.54,0.22311,0.5748,0.0,86755957372.0,2706044.0,0.33334155,20.0,2.907427,0.93,1.0,1.9,10.649449167006546
50021,3.68,,,13.53155570390147,122.52,0.22367,0.55,0.0,86758663416.0,2817200.0,0.35003009999999996,21.0,2.706044,0.93,1.0,1.9,9.85155570390147
50022,3.84,,,12.224936064181483,122.53,0.20468,0.4826,0.0,86761480616.0,2735361.0,0.36670831666666664,22.0,2.8172,0.93,1.0,1.9,8.384936064181483
50023,3.72,,,12.64095429903484,122.53,0.21308,0.558,0.0,86764215977.0,2730867.0,0.38337800000000005,23.0,2.735361,0.86,0.0,1.9,8.92095429903484
50024,3.7,,,12.590596467197544,122.54,0.21919,0.5271,0.0,86766946844.0,2812744.0,0.4000674166666667,24.0,2.730867,0.86,0.0,1.8,8.890596467197543
50025,3.84,,,13.285065011776524,122.55,0.23402,0.5842,0.0,86769759588.0,6719109.0,0.4167410833333333,25.0,2.812744,0.86,0.0,1.8,9.445065011776524
50026,9.13,,,21.496133779334336,122.47,0.29664,0.7539,0.0,86776478697.0,3001953.0,0.43341878333333334,26.0,6.719109,0.86,0.0,1.8,12.366133779334335
50027,4.1,,,15.821116620417047,122.57,0.13994,0.7936,0.0,86779480650.0,2620416.0,0.45009568333333333,27.0,3.001953,0.86,1.0,1.8,11.721116620417048
50028,3.55,,,13.509450900562022,122.5,0.22975,0.5877,0.0,86782101066.0,2863383.0,0.4667718,28.0,2.620416,0.86,1.0,1.8,9.959450900562022
50029,3.89,,,12.950938311224933,122.53,0.21975,0.526,0.0,86784964449.0,2810375.0,0.48344576666666667,29.0,2.863383,0.79,0.0,1.8,9.060938311224932
50030,3.86,,,13.036678388525107,122.53,0.22155,0.5735,0.0,86787774824.0,2695804.0,0.5001212333333334,30.0,2.810375,0.79,0.0,1.8,9.176678388525108
50031,3.64,,,12.376631451084878,122.57,0.20328,0.4828,0.0,86790470628.0,2765090.0,0.51679765,31.0,2.695804,0.79,0.0,1.8,8.736631451084877
50032,3.8,,,13.15284273140548,122.5,0.23243,0.594,0.0,86793235718.0,2869322.0,0.53346685,32.0,2.76509,0.79,0.0,1.8,9.352842731405481
50033,3.85,,,12.390886339810454,122.58,0.20094,0.4733,0.0,86796105040.0,2735444.0,0.5501570833333334,33.0,2.869322,0.73,0.0,1.8,8.540886339810454
50034,3.71,,,13.267098110188488,122.55,0.2343,0.584,0.0,86798840484.0,2512908.0,0.5668312833333334,34.0,2.735444,0.73,0.0,1.8,9.557098110188488
50035,3.44,,,13.521901306256256,122.56,0.22852,0.5887,0.0,86801353392.0,2710070.0,0.5835078166666666,35.0,2.512908,0.73,0.0,1.8,10.081901306256256
50036,3.66,,,11.171082913632125,122.57,0.17821,0.4356,0.0,86804063462.0,2731450.0,0.6001819333333334,36.0,2.71007,0.73,0.0,1.8,7.511082913632125
50037,3.75,,,12.450495907563074,122.53,0.23038,0.5886,0.0,86806794912.0,2509336.0,0.61685655,37.0,2.73145,0.73,0.0,1.7,8.700495907563074
50038,3.41,,,13.140847407405895,122.51,0.23024,0.5794,0.0,86809304248.0,2778498.0,0.6335329666666667,38.0,2.509336,0.73,0.0,1.8,9.730847407405895
50039,3.82,,,13.442035592518158,122.54,0.23407,0.5876,0.0,86812082746.0,2761226.0,0.6502057166666667,39.0,2.778498,0.75,0.0,1.8,9.622035592518158
50040,3.7,,,13.52693782576361,122.54,0.2282,0.5616,0.0,86814843972.0,2808736.0,0.6668741333333333,40.0,2.761226,0.75,0.0,1.7,9.826937825763611
50041,3.86,,,13.287046001965845,122.53,0.23509,0.587,0.0,86817652708.0,2893900.0,0.6835661000000001,41.0,2.808736,0.75,0.0,1.7,9.427046001965845
50042,3.88,,,12.430408085072,122.53,0.20254,0.4865,0.0,86820546608.0,2561334.0,0.7002408833333333,42.0,2.8939,0.75,0.0,1.7,8.550408085072
50043,3.5,,,12.853382981225788,122.53,0.22609,0.5737,0.0,86823107942.0,2618786.0,0.7169176666666667,43.0,2.561334,0.69,0.0,1.8,9.353382981225788
50044,3.56,,,12.544209583792314,122.51,0.20881,0.5481,0.0,86825726728.0,2593532.0,0.7335929666666666,44.0,2.618786,0.69,0.0,1.7,8.984209583792314
50045,3.55,,,13.088944101068533,122.53,0.22995,0.5882,0.0,86828320260.0,2652788.0,0.7502673666666666,45.0,2.593532,0.69,0.0,1.7,9.538944101068534
50046,3.57,,,13.041044838666553,122.51,0.22704,0.5604,0.0,86830973048.0,2883040.0,0.7669446666666667,46.0,2.652788,0.69,0.0,1.7,9.471044838666552
50047,3.93,,,13.006157035763842,122.51,0.23058,0.5617,0.0,86833856088.0,2597508.0,0.7836189666666667,47.0,2.88304,0.69,0.0,1.7,9.076157035763842
50048,3.54,,,13.090225504286899,122.53,0.22321,0.5415,0.0,86836453596.0,2686998.0,0.8002941833333334,48.0,2.597508,0.69,0.0,1.7,9.5502255042869
50049,3.68,,,12.609988773579284,122.5,0.21171,0.5463,0.0,86839140594.0,2877912.0,0.8169708,49.0,2.686998,0.63,0.0,1.7,8.929988773579284
50050,4.01,,,11.376305564536386,122.5,0.17572,0.4879,0.0,86842018506.0,2840766.0,0.8336436166666666,50.0,2.877912,0.63,0.0,1.7,7.366305564536386
50051,3.76,,,11.958974266045185,122.55,0.1676,0.4006,0.0,86844859272.0,2972376.0,0.8503180333333333,51.0,2.840766,0.63,0.0,1.7,8.198974266045186
50052,4.04,,,11.840355221277449,122.55,0.16921,0.4051,0.0,86847831648.0,2718034.0,0.8669912666666666,52.0,2.972376,0.63,0.0,1.7,7.8003552212774485
50053,3.7,,,11.879688888628714,122.52,0.16571,0.4046,0.0,86850549682.0,2758632.0,0.8836640333333333,53.0,2.718034,0.58,0.0,1.7,8.179688888628714
50054,3.75,,,12.409352402159755,122.5,0.17908,0.4498,0.0,86853308314.0,2688774.0,0.9003391666666667,54.0,2.758632,0.58,0.0,1.7,8.659352402159755
50055,3.68,,,9.620746011758557,122.54,0.0,inf,0.0,86855997088.0,2701336.0,0.9170075333333333,55.0,2.688774,0.58,0.0,1.7,5.9407460117585575
50056,3.65,,,10.61747451742323,122.55,0.16953,0.4123,0.0,86858698424.0,2886998.0,0.9337005333333334,56.0,2.701336,0.58,0.0,1.7,6.967474517423229
50057,3.99,,,11.770239531633319,122.32,0.17544,0.4148,0.0,86861585422.0,2648915.0,0.9503745833333334,57.0,2.886998,0.58,0.0,1.7,7.780239531633319
50058,3.58,,,11.29320421154516,122.48,0.16518,0.406,0.0,86864234337.0,2707991.0,0.9670516833333332,58.0,2.648915,0.58,0.0,1.7,7.713204211545159
50059,3.65,,,11.87457923119199,122.46,0.16435,0.4059,0.0,86866942328.0,2659566.0,0.98372485,59.0,2.707991,0.54,0.0,1.7,8.22457923119199
50060,3.77,,,11.903068373409198,122.5,0.17056,0.4126,0.0,86869601894.0,2875084.0,1.0003977166666667,60.0,2.659566,0.54,0.0,1.7,8.133068373409198
50061,3.79,,,11.55527441645555,122.48,0.2005,0.5324,0.0,86872476978.0,2725890.0,1.0170742166666666,61.0,2.875084,0.54,0.0,1.7,7.76527441645555
50062,3.72,,,10.752946887390978,122.48,0.18764,0.4533,0.0,86875202868.0,4853257.0,1.0337418166666668,62.0,2.72589,0.54,0.0,1.7,7.0329468873909775
50063,6.58,,,11.883336847662573,122.46,0.18333,0.4214,0.0,86880056125.0,2967849.0,1.0504191999999999,63.0,4.853257,0.49,1.0,1.7,5.303336847662573
