seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,igpm,voltage,current,power_factor,discard,load_avg_1minute,cpu_pct,cpu_pct_process
66715,4.757,1.188,3.818,0.802,10.565,14.787,,,,,7.0,,0.0
66716,4.757,1.188,3.818,0.802,10.565,14.787,,,,,7.0,,0.0
66717,4.757,1.188,3.818,0.802,10.565,14.787,,,,,7.0,2.0,0.0
66718,4.757,1.188,3.824,0.805,10.568553099091984,14.787,122.42,0.15008,0.8048,0.0,7.0,2.0,0.0
66719,4.757,1.188,3.717,0.803,10.531211099491543,14.955528361761205,122.38,0.17261,0.783,0.0,6.92,,0.0
66720,4.757,0.792,3.717,0.802,10.373718979181755,14.819042044449182,122.38,0.17166,0.7857,0.0,6.84,,0.0
66721,4.757,1.188,3.818,0.802,10.436253251663468,14.719238710243598,122.42,0.1488,0.8019,0.0,6.76,,0.0
66722,4.757,0.792,3.818,0.802,10.351172542597377,14.904637207807294,122.38,0.17585,0.8137,0.0,6.68,2.0,0.0
66723,4.757,0.792,3.723,0.704,10.23388792234537,15.548654406737391,122.4,0.18601,0.7905,0.0,6.68,2.0,0.0
66725,4.757,1.188,3.818,0.803,10.33641775977762,14.474731536551833,122.43,0.19686,0.7239,0.0,6.556666666666667,,0.0
66726,4.757,1.188,3.818,0.803,10.406681781129226,14.417916202687106,122.45,0.14839,0.8042,0.0,6.433333333333333,,0.0
66727,4.757,1.188,3.818,0.802,10.45484387212412,15.062327376428666,122.45,0.16715,0.8239,0.0,6.31,2.0,0.0
66728,4.757,1.188,3.818,0.802,10.488214030650559,14.463223436074033,122.45,0.14945,0.7997,0.0,6.31,2.0,0.0
66729,4.757,1.188,3.818,0.803,10.511709170917682,13.849858981367145,122.46,0.20578,0.5385,0.0,6.2025,,0.0
66730,4.757,1.188,3.824,0.805,10.530485561712611,12.686710111542213,122.47,0.21745,0.4752,0.0,6.095,,0.0
66731,4.757,0.792,3.717,0.703,10.361478232314463,12.748976698165391,122.46,0.17034,0.528,0.0,5.9875,,0.0
66732,4.757,1.188,3.918,0.802,10.452747081813822,14.164059307325408,122.42,0.25361,0.5762,0.0,5.88,2.0,0.0
66733,4.755,0.792,3.818,0.802,10.366883135251523,15.442887840143602,122.44,0.21383,0.7008,0.0,5.88,2.0,0.0
66734,4.757,0.792,3.818,0.802,10.307450447978786,13.935965670289814,122.46,0.20798,0.5416,0.0,5.963333333333333,,0.0
66736,4.757,1.188,3.723,0.805,10.357154973952877,14.737670924765471,122.37,0.24366,0.5986,0.0,6.046666666666667,,0.0
66737,4.757,1.188,3.818,0.803,10.41984349618183,12.578447789033637,122.47,0.17189,0.4211,0.0,6.13,2.0,0.0
66738,4.757,1.188,4.22,0.904,10.61466661968218,13.536596114147248,122.44,0.24328,0.5621,0.0,6.13,2.0,0.0
66739,4.757,1.188,4.119,0.803,10.69038735759497,15.195712227006869,122.41,0.24445,0.5857,0.0,6.047499999999999,,0.0
66740,4.757,0.792,4.119,0.803,10.624558538750303,15.836315375704359,122.42,0.23759,0.5773,0.0,5.965,,0.0
66741,4.757,1.188,4.126,0.805,10.700001094489622,17.09426177170662,122.4,0.2604,0.6003,0.0,5.8825,,0.0
66742,4.757,1.188,4.126,0.805,10.75280572316687,18.660540751386762,122.41,0.17699,0.8665,0.0,5.8,2.0,0.0
66743,4.757,1.188,4.119,0.803,10.787066257557461,19.169825934407964,122.4,0.18547,0.873,0.0,5.8,2.0,0.0
66745,4.757,1.188,4.119,0.803,10.811047483394324,16.61495273557501,122.44,0.1731,0.7792,0.0,5.673333333333333,,0.0
66746,4.757,1.188,3.818,0.802,10.737230861550373,17.843768851811564,122.38,0.24909,0.8233,0.0,5.546666666666667,,0.0
66747,4.757,0.792,3.818,0.803,10.567057767495987,14.842751911319956,122.39,0.20341,0.7194,0.0,5.42,2.0,0.0
66748,4.757,1.188,3.824,0.805,10.56914047010711,14.55858783390792,122.41,0.16609,0.7762,0.0,5.42,2.0,0.0
66749,4.757,0.792,3.717,0.803,10.419096671949747,12.95179503892129,122.45,0.18063,0.4872,0.0,5.33,,0.0
66750,4.757,0.792,3.717,0.702,10.283766624129074,14.788910788845003,122.38,0.17741,0.7926,0.0,5.24,,0.0
66751,4.757,0.792,3.711,0.802,10.217236276848364,12.946678880401683,122.44,0.18062,0.4837,0.0,5.1499999999999995,,0.0
66752,4.757,0.792,3.818,0.802,10.202765338975237,13.085355499184447,122.37,0.22657,0.5136,0.0,5.06,2.0,0.0
66753,4.757,0.792,3.723,0.704,10.134735556885994,14.798642455354187,122.36,0.17148,0.7499,0.0,5.06,2.0,0.0
66755,4.757,1.188,3.818,0.803,10.26411512997606,13.167080977262684,122.35,0.18668,0.5133,0.0,5.086666666666666,,0.0
66756,4.757,0.792,3.717,0.702,10.175280475556102,12.160238822640771,122.36,0.20081,0.4803,0.0,5.113333333333333,,0.0
66757,4.757,0.792,3.717,0.802,10.143096303616362,14.136965241316048,122.32,0.20194,0.687,0.0,5.14,2.0,0.0
66758,4.757,1.188,3.818,0.802,10.269667493116872,13.986702754439982,122.36,0.14727,0.7939,0.0,5.14,2.0,0.0
66759,4.757,0.792,3.717,0.702,10.179167204847968,14.554986131341039,122.42,0.16313,0.7839,0.0,5.137499999999999,,0.0
66760,4.757,0.792,3.723,0.704,10.118217024378737,12.854456270134984,122.41,0.18379,0.4967,0.0,5.135,,0.0
