minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1113,4.081157166666666,5.7332997,2.6324603666666677,0.0
1115,3.6333333333333333,3.183333333333333,2.1,0.0
1116,3.0833333333333335,3.283333333333333,2.35,0.0
1117,3.0166666666666666,3.6,2.4166666666666665,0.0
1118,3.0166666666666666,3.1166666666666667,1.6333333333333333,0.0
1119,3.533333333333333,3.7,1.8333333333333333,0.0
1120,3.2333333333333334,3.4833333333333334,2.216666666666667,0.0
1121,3.2,3.2666666666666666,2.75,0.0
1122,3.033333333333333,4.033333333333333,2.4166666666666665,0.0
1123,3.3333333333333335,3.5833333333333335,1.9,0.0
1124,3.2333333333333334,4.916666666666667,2.466666666666667,0.0
1125,2.1333333333333333,2.566666666666667,1.6666666666666667,0.0
