,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,244.86943,343.997982,157.94762200000005,0.0
1,218.0,191.0,126.0,0.0
2,185.0,197.0,141.0,0.0
3,181.0,216.0,145.0,0.0
4,181.0,187.0,98.0,0.0
5,212.0,222.0,110.0,0.0
6,194.0,209.0,133.0,0.0
7,192.0,196.0,165.0,0.0
8,182.0,242.0,145.0,0.0
9,200.0,215.0,114.0,0.0
10,194.0,295.0,148.0,0.0
11,128.0,154.0,100.0,0.0
