minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1113,24.959392840630212,15.532105883358904,13.228359544979362,0.0
1115,28.929599237497797,17.399045872592414,14.945892327101015,0.0
1116,29.608170833604436,18.239322217297985,16.38165751369628,0.0
1117,28.357454381028425,18.00427203047462,15.41577405390739,0.0
1118,31.113800038956608,18.81694983232687,17.305192397380935,0.0
1119,28.17454169804056,17.223145166802063,14.794226038164803,0.0
1120,28.758573321481393,16.81459679682846,15.17854983436152,0.0
1121,30.21194546439908,16.474294343755535,14.831884586096386,0.0
1122,26.404849423176582,17.16104574482867,14.975325685413253,0.0
1123,27.92403852746962,18.224482497830827,15.513161259931472,0.0
1124,24.640221945231495,15.879938499276882,13.761596833435375,0.0
1125,,,,
