minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1113,4.081157166666666,5.7332997,2.6324603666666677,0.0
1115,2.4562760499999996,2.2929085,1.07789995,0.0
1116,2.0976621166666662,2.33095285,1.281226383333333,0.0
1117,2.0510432166666672,2.5358530333333333,1.2760880000000008,0.0
1118,2.0672760166666664,2.193909449999999,0.8582221999999999,0.0
1119,2.421962716666667,2.7049817666666667,0.9885452333333333,0.0
1120,2.186235733333333,2.4597174333333336,1.2043691,0.0
1121,2.2150598833333333,2.2908835833333328,1.4572864333333337,0.0
1122,2.08923555,2.8856490000000004,1.2955123333333334,0.0
1123,2.257997950000001,2.5523329166666664,1.00242305,0.0
1124,2.175389566666667,3.530187883333334,1.33115015,0.0
1125,1.4372972166666669,1.8577666666666666,0.8803493833333336,0.0
