minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
56,2.2165629,8.249928583333334,1.346637883333333
57,2.0906644166666672,9.252702050000002,1.1569998833333333
58,2.1698586,8.960968816666668,1.2738333333333332
59,2.8779289,8.220998416666667,1.37764995
60,1.5226422666666664,6.4285626,0.8513163499999998
