minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1343,0.20606664084404977,-6.433682379970185,0.0807656904709605
1344,0.24863501103670474,-5.581981080621276,1.3284733006480274
1345,0.29669224456126625,-6.226060047684496,0.8779940630118123
1346,0.39225694762563107,-4.158136483780892,0.5366750360145007
1347,0.17561843489002504,-6.21903456889021,0.17661673694578944
1348,0.24843085814448565,-6.247526426221928,0.5943377994077802
1349,0.2996668338304613,-5.729825625595036,-0.0022657498129168025
1350,0.3080279514769306,-6.235032645476459,1.0154061880849996
1351,0.4578503347243404,-4.937742011579643,0.3868268733165927
1352,0.30639439652700867,-5.343292495570697,0.08397864972467754
1353,0.2648204707061755,-8.223189182507259,-0.13200943633045223
