minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1343,-2.4195782201673337,0.20307603380350098,2.6134440157252774
1344,-2.099270534415152,3.340293227684939,3.1533181646097925
1345,-2.341495647303187,2.2076150278634468,3.7628049250705846
1346,-1.5637912906552358,1.3494076150362633,4.974806054002167
1347,-2.338853506384042,0.4440824591868389,2.2272840758428276
1348,-2.349568719442517,1.4943939974936415,3.1507289917466954
1349,-2.1548718867763976,-0.005696967151709125,3.8005302089543633
1350,-2.344870060417416,2.5531220023429984,3.9065702394437096
1351,-1.856985210401187,0.9726316551455437,5.8066954092229714
1352,-2.00950457027789,0.21115465008489975,3.8858526483249087
1353,-3.0925756466085272,-0.3319225354021197,3.358590558732786
