timestamp,sensor,target,power,socket,INSTRUCTIONS_RETIRED,LLC_MISSES,cpu-cycles,formula,predict,ratio,scope,time_enabled,time_running
1677612655125,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.0,0,0,0,0,52828ed4efa4a14b7b5afd21a0dd1ed6422cbe0f,0.05041672511670562,0.0,cpu,0,0
1677612656125,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.13013338657063156,0,2412403467,2412403220,2412402581,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.1710998739472085,0.2720535723453568,cpu,585444572,585444572
1677612657126,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.07607024448609193,0,1104437273,1104440510,1104444256,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.11697450020981469,0.27315938620159047,cpu,850634434,850634434
1677612658127,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.13955672797104698,0,1822559944,1822559944,1822559944,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.1418423320058282,0.9593863814376403,cpu,1286128887,1286128887
1677612659127,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.05275703124780886,0,606767035,606767035,606767035,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.08949289214782483,0.34722890778586973,cpu,1434513911,1434513911
1677612660172,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.13390220516922238,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.17872289688582174,0.20356700050482102,cpu,1434513911,1434513911
1677612661172,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.06320303778364748,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.1133563360158368,0.10881023438454367,cpu,1434513911,1434513911
1677612662173,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.11276245573912538,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.1597964655247321,0.16423785405428631,cpu,1434513911,1434513911
1677612663180,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.041672269130455394,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.0933992688557731,0.08084663649080348,cpu,1434513911,1434513911
1677612664181,sensor,/gzip_compression-0-0.0.1-3845C296-B774-789D-0C2E-461EA70EF735,0.11156381219119506,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.16063906552504248,0.12796635400460163,cpu,1434513911,1434513911
