minute,perf_rapl,igpm,x_rest
1156,47.11882352941176,72.57256690136023,25.453743371948473
1157,42.628166666666665,70.58508795660282,27.95692128993615
1158,48.9275,76.92890825696087,28.00140825696088
1159,42.63933333333333,69.43708353868095,26.797750205347608
1160,46.526666666666664,76.94861474521423,30.42194807854757
1161,49.285333333333334,80.47503868174523,31.189705348411906
1162,50.00483333333333,73.19604180058646,23.191208467253126
1163,43.377833333333335,71.05056286861137,27.67272953527802
1164,48.7985,76.65094556850657,27.852445568506575
1165,44.964166666666664,72.9953331927738,28.031166526107132
1166,45.11566666666667,73.18985731490629,28.074190648239618
1167,43.9877966101695,74.3014764138872,30.3136798037177
1168,51.69583333333333,80.01199829231022,28.316164958976895
1169,41.258648648648645,66.13371905926098,24.875070410612334
