07-07-2023 18:10:57 RAM 2306/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@727,0%@730,5%@728,1%@750,5%@730,0%@729,5%@721,2%@729,6%@755,3%@729,3%@729,0%@729] EMC_FREQ 7%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@48.187C Tdiode@36.75C SOC2@43.968C SOC0@45.093C CV1@-256C GPU@42.25C SOC1@44.531C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1188mW VIN_SYS_5V0 3818mW/3818mW NC 0mW/0mW VDDQ_VDD2_1V8AO 802mW/802mW NC 0mW/0mW
07-07-2023 18:10:58 RAM 2303/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [8%@729,1%@724,0%@748,3%@729,2%@729,1%@730,2%@729,1%@727,9%@728,5%@728,1%@730,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.875C Tdiode@37C SOC2@44.093C SOC0@44.968C CV1@-256C GPU@42.5C SOC1@44.281C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 792mW/990mW VIN_SYS_5V0 3717mW/3767mW NC 0mW/0mW VDDQ_VDD2_1V8AO 802mW/802mW NC 0mW/0mW
07-07-2023 18:10:59 RAM 2303/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [8%@729,1%@726,2%@736,0%@729,5%@729,2%@735,0%@729,2%@728,4%@734,1%@729,0%@729,1%@730] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.843C Tdiode@37C SOC2@44.062C SOC0@45.031C CV1@-256C GPU@42.406C SOC1@44.5C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 792mW/924mW VIN_SYS_5V0 3818mW/3784mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/802mW NC 0mW/0mW
07-07-2023 18:11:00 RAM 2303/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [9%@733,0%@726,4%@729,0%@729,3%@729,2%@728,0%@729,1%@783,5%@728,0%@729,1%@729,3%@731] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.875C Tdiode@37C SOC2@44C SOC0@44.875C CV1@-256C GPU@42.5C SOC1@44.281C CV2@-256C VDD_GPU_SOC 4757mW/4755mW VDD_CPU_CV 792mW/891mW VIN_SYS_5V0 3824mW/3794mW NC 0mW/0mW VDDQ_VDD2_1V8AO 805mW/803mW NC 0mW/0mW
07-07-2023 18:11:01 RAM 2304/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@729,0%@729,2%@725,0%@727,4%@728,0%@728,0%@729,3%@729,4%@731,1%@701,1%@729,1%@728] EMC_FREQ 0%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.812C Tdiode@37C SOC2@44C SOC0@45C CV1@-256C GPU@42.437C SOC1@44.437C CV2@-256C VDD_GPU_SOC 4757mW/4755mW VDD_CPU_CV 792mW/871mW VIN_SYS_5V0 3717mW/3778mW NC 0mW/0mW VDDQ_VDD2_1V8AO 703mW/783mW NC 0mW/0mW
07-07-2023 18:11:02 RAM 2300/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [10%@2107,5%@2104,8%@2106,3%@2109,6%@2195,6%@2195,5%@2192,4%@2191,5%@730,4%@730,2%@729,4%@728] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@48.843C Tdiode@37C SOC2@44.281C SOC0@44.968C CV1@-256C GPU@42.406C SOC1@44.406C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1584mW/990mW VIN_SYS_5V0 4119mW/3835mW NC 0mW/0mW VDDQ_VDD2_1V8AO 904mW/803mW NC 0mW/0mW
07-07-2023 18:11:03 RAM 2293/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [10%@728,2%@730,7%@730,3%@729,9%@729,5%@729,5%@729,5%@731,7%@729,3%@712,4%@729,3%@730] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@48.281C Tdiode@37C SOC2@44.125C SOC0@45.062C CV1@-256C GPU@42.562C SOC1@44.562C CV2@-256C VDD_GPU_SOC 4757mW/4755mW VDD_CPU_CV 1188mW/1018mW VIN_SYS_5V0 3818mW/3833mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/803mW NC 0mW/0mW
07-07-2023 18:11:04 RAM 2292/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [4%@2189,1%@1051,4%@1032,0%@911,5%@730,2%@728,1%@717,3%@727,4%@730,0%@729,0%@729,1%@730] EMC_FREQ 1%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@48.218C Tdiode@37C SOC2@44.187C SOC0@45.062C CV1@-256C GPU@42.187C SOC1@44.375C CV2@-256C VDD_GPU_SOC 4755mW/4755mW VDD_CPU_CV 1188mW/1039mW VIN_SYS_5V0 3818mW/3831mW NC 0mW/0mW VDDQ_VDD2_1V8AO 802mW/803mW NC 0mW/0mW
07-07-2023 18:11:05 RAM 2291/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [4%@731,0%@728,0%@729,1%@731,4%@729,1%@730,1%@728,2%@729,7%@697,1%@729,2%@730,0%@729] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.812C Tdiode@37C SOC2@44.156C SOC0@44.968C CV1@-256C GPU@42.343C SOC1@44.437C CV2@-256C VDD_GPU_SOC 4757mW/4755mW VDD_CPU_CV 792mW/1012mW VIN_SYS_5V0 3723mW/3819mW NC 0mW/0mW VDDQ_VDD2_1V8AO 704mW/792mW NC 0mW/0mW
07-07-2023 18:11:07 RAM 2291/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [7%@2193,0%@729,2%@730,0%@730,5%@723,2%@731,3%@730,2%@731,7%@729,2%@729,2%@717,0%@729] EMC_FREQ 0%@204 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@47.906C Tdiode@36.75C SOC2@44.187C SOC0@44.968C CV1@-256C GPU@42.625C SOC1@44.406C CV2@-256C VDD_GPU_SOC 4757mW/4756mW VDD_CPU_CV 792mW/990mW VIN_SYS_5V0 3717mW/3808mW NC 0mW/0mW VDDQ_VDD2_1V8AO 703mW/783mW NC 0mW/0mW
07-07-2023 18:11:08 RAM 2292/30623MB (lfb 4924x4MB) SWAP 3/15311MB (cached 0MB) CPU [6%@729,0%@729,3%@728,0%@729,5%@744,2%@731,0%@729,0%@725,4%@730,3%@729,3%@727,0%@720] EMC_FREQ 0%@2133 GR3D_FREQ 0%@114 GR3D2_FREQ 0%@114 NVJPG1 729 VIC_FREQ 729 APE 233 CV0@-256C CPU@48.156C Tdiode@37C SOC2@44.156C SOC0@45.125C CV1@-256C GPU@42.406C SOC1@44.562C CV2@-256C VDD_GPU_SOC 4757mW/4756mW VDD_CPU_CV 1188mW/1008mW VIN_SYS_5V0 3818mW/3809mW NC 0mW/0mW VDDQ_VDD2_1V8AO 803mW/784mW NC 0mW/0mW
