timestamp,cpu_pct,cpu_time
2023-09-05 20:07:40.184451500,4.0,00:00:00
2023-09-05 20:07:41.188192052,3.3,00:00:00
2023-09-05 20:07:42.193157866,2.7,00:00:00
2023-09-05 20:07:43.194841846,2.8,00:00:00
2023-09-05 20:07:44.195144106,2.5,00:00:00
2023-09-05 20:07:45.196078086,2.2,00:00:00
2023-09-05 20:07:46.197064747,2.2,00:00:00
2023-09-05 20:07:47.197457561,2.2,00:00:00
2023-09-05 20:07:48.198366863,2.2,00:00:00
2023-09-05 20:07:49.199299307,2.1,00:00:00
2023-09-05 20:07:50.211616555,2.1,00:00:00
2023-09-05 20:07:51.200216921,2.0,00:00:00
2023-09-05 20:07:52.200648698,2.0,00:00:00
2023-09-05 20:07:53.201238556,2.0,00:00:00
2023-09-05 20:07:54.202403598,1.9,00:00:00
2023-09-05 20:07:55.201677364,2.0,00:00:00
2023-09-05 20:07:56.202546716,1.8,00:00:00
2023-09-05 20:07:57.204268173,1.8,00:00:00
2023-09-05 20:07:58.204324713,1.9,00:00:00
2023-09-05 20:07:59.204613194,1.9,00:00:00
2023-09-05 20:08:00.205313562,1.8,00:00:00
2023-09-05 20:08:01.205574466,1.8,00:00:00
2023-09-05 20:08:02.206683269,1.8,00:00:00
2023-09-05 20:08:03.207596050,1.8,00:00:00
2023-09-05 20:08:04.208285393,1.8,00:00:00
2023-09-05 20:08:05.209078782,1.8,00:00:00
2023-09-05 20:08:06.210094914,1.8,00:00:00
2023-09-05 20:08:07.210736369,1.7,00:00:00
2023-09-05 20:08:08.212523903,1.8,00:00:00
2023-09-05 20:08:09.214307157,1.7,00:00:00
2023-09-05 20:08:10.212624255,1.7,00:00:00
2023-09-05 20:08:11.212892581,1.8,00:00:00
2023-09-05 20:08:12.212994623,1.7,00:00:00
2023-09-05 20:08:13.215079298,1.7,00:00:00
2023-09-05 20:08:14.215709390,1.7,00:00:00
2023-09-05 20:08:15.217184948,1.7,00:00:00
2023-09-05 20:08:16.216339787,1.7,00:00:00
2023-09-05 20:08:17.217527135,1.7,00:00:00
2023-09-05 20:08:18.218075128,1.7,00:00:00
2023-09-05 20:08:19.214723463,1.7,00:00:00
2023-09-05 20:08:20.219298410,1.7,00:00:00
2023-09-05 20:08:21.218545812,1.7,00:00:00
2023-09-05 20:08:22.219408452,1.7,00:00:00
2023-09-05 20:08:23.220410207,1.7,00:00:00
2023-09-05 20:08:24.222046707,1.7,00:00:00
2023-09-05 20:08:25.221470497,1.7,00:00:00
2023-09-05 20:08:26.221700150,1.7,00:00:00
2023-09-05 20:08:27.222710502,1.7,00:00:00
2023-09-05 20:08:28.222988799,1.7,00:00:00
2023-09-05 20:08:29.223158152,1.7,00:00:00
2023-09-05 20:08:30.223908443,1.7,00:00:00
2023-09-05 20:08:31.224890054,1.7,00:00:00
2023-09-05 20:08:32.225751728,1.7,00:00:00
2023-09-05 20:08:33.226898460,1.7,00:00:00
2023-09-05 20:08:34.227469122,1.7,00:00:00
2023-09-05 20:08:35.227072379,1.7,00:00:00
2023-09-05 20:08:36.227773962,1.7,00:00:01
2023-09-05 20:08:37.228452341,1.7,00:00:01
2023-09-05 20:08:38.240476551,1.7,00:00:01
2023-09-05 20:08:39.230209418,1.7,00:00:01
2023-09-05 20:08:40.231787405,1.7,00:00:01
2023-09-05 20:08:41.231839188,1.7,00:00:01
2023-09-05 20:08:42.232536678,1.7,00:00:01
2023-09-05 20:08:43.233992394,1.7,00:00:01
2023-09-05 20:08:44.233982188,1.7,00:00:01
2023-09-05 20:08:45.234871856,1.7,00:00:01
2023-09-05 20:08:46.235515879,1.7,00:00:01
2023-09-05 20:08:47.236165189,1.7,00:00:01
2023-09-05 20:08:48.253296270,1.7,00:00:01
2023-09-05 20:08:49.233771270,1.8,00:00:01
2023-09-05 20:08:50.237917180,2.3,00:00:01
2023-09-05 20:08:51.237765217,2.3,00:00:01
2023-09-05 20:08:52.236217759,2.4,00:00:01
2023-09-05 20:08:53.236454182,2.4,00:00:01
2023-09-05 20:08:54.253766144,2.5,00:00:01
2023-09-05 20:08:55.240273986,2.6,00:00:02
2023-09-05 20:08:56.238704812,2.6,00:00:02
2023-09-05 20:08:57.243102493,2.6,00:00:02
2023-09-05 20:08:58.237464308,2.6,00:00:02
2023-09-05 20:08:59.237948073,2.5,00:00:02
2023-09-05 20:09:00.240644782,2.5,00:00:02
2023-09-05 20:09:01.241860177,2.6,00:00:02
2023-09-05 20:09:02.239368120,2.5,00:00:02
2023-09-05 20:09:03.244494972,2.5,00:00:02
2023-09-05 20:09:04.239907054,2.5,00:00:02
2023-09-05 20:09:05.242197064,2.5,00:00:02
2023-09-05 20:09:06.241080911,2.5,00:00:02
2023-09-05 20:09:07.242204090,2.5,00:00:02
2023-09-05 20:09:08.242147137,2.5,00:00:02
2023-09-05 20:09:09.242602864,2.5,00:00:02
2023-09-05 20:09:10.243475192,2.5,00:00:02
2023-09-05 20:09:11.243758050,2.5,00:00:02
2023-09-05 20:09:12.243779004,2.5,00:00:02
