minute,perf_rapl,ipmi,x_rest
1200,119.745,272.5,152.755
1201,98.39666666666668,243.33333333333334,144.93666666666667
1202,103.7045,249.5,145.7955
1203,104.43933333333332,249.81666666666666,145.37733333333333
1204,103.87899999999999,250.48333333333332,146.60433333333333
1205,106.5515,251.08333333333334,144.53183333333334
1206,95.76016666666666,242.28333333333333,146.52316666666667
1207,104.81,249.65,144.84
1208,108.38508474576271,254.96610169491527,146.58101694915254
1209,106.28366666666668,250.91666666666666,144.63299999999998
1210,102.13783333333335,248.63333333333333,146.4955
1211,106.86933333333333,252.51666666666668,145.64733333333334
1212,104.63857142857142,250.6122448979592,145.97367346938776
