minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1175,2.5152296508457415,1.1869690246214255,5.117821022439818,2.406616049728032
1176,1.9328951577944562,0.890332910139241,4.696550389614691,2.677492891358349
1177,2.1782461565716043,1.157465382737575,3.382868807193207,1.7375384883440903
1178,2.646616607515521,1.1100961637415805,3.6534031636114936,2.7263128676318593
1179,2.6488062001367156,1.3940794887031667,3.3650238511835955,2.112997909088831
1180,2.3856915710621514,1.379934826081715,3.3373436261834204,1.3689890639369926
1181,2.5489184127779576,1.9489874229430943,2.8527953189124657,1.6114919823868368
1182,2.1319879167368905,2.524398953186438,2.694710054258606,1.4319408455606906
1183,2.7177329303608957,1.7700366694023761,2.977725359532017,1.6975588666967136
1184,2.655999909692452,1.7068479633001432,2.591825488190571,1.7663756604170748
1185,2.4105695729731647,1.6244945175007768,2.8749402806469644,1.6476521566638291
1186,21.50636232129503,24.264226056444077,15.226255442933109,18.4386150230046
