minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1175,15.471991308479957,1.0291237803935565,4.2765071676284645,3.830297778788389
1176,14.19842282278857,0.7719348620605555,3.286395734800162,4.261417219273741
1177,10.226953336806872,1.003543585088485,3.703552595408285,2.7654140398572546
1178,11.04482195565777,0.9624736087738158,4.499897211453001,4.339117626325402
1179,10.173005181318368,1.2086923279576727,4.503620055820543,3.3629839702440627
1180,10.089323434977167,1.1964286476362571,4.056260667874822,2.17884185197553
1181,8.624456421112567,1.6898076217940148,4.333786323757691,2.5648022090474893
1182,8.146539387672185,2.188699907104441,3.6249022446745016,2.279034015719834
1183,9.002139910659896,1.5346540565635853,4.620812398772522,2.70178367554964
1184,7.8355028928432775,1.479868296570524,4.515851126039757,2.811310416285964
1185,8.691404181493498,1.4084663579255703,4.098559371475485,2.6223536557061355
1186,46.03140493597184,21.037526278746686,36.56608953608172,29.34634553547917
