minute,perf_rapl,igpm,x_rest
1175,42.0712,71.5094033442022,29.438203344202194
1176,46.0655,80.34562521273124,34.280125212731235
1177,47.58266666666667,78.83954018967599,31.256873523009325
1178,43.27016666666667,70.78715368832562,27.516987021658956
1179,43.0225,71.35749975618542,28.334999756185415
1180,53.58383333333334,91.74307927642666,38.159245943093325
1181,50.516,79.23096605694339,28.714966056943393
1182,51.665,87.84821737675978,36.18321737675977
1183,53.08633333333333,81.77610663119889,28.689773297865546
1184,55.13366666666666,84.35667924365299,29.223012576986328
1185,48.996,82.87994925658903,33.883949256589034
1186,48.37361111111111,75.37609320772279,27.002482096611672
