timestamp,sensor,target,power,socket,INSTRUCTIONS_RETIRED,LLC_MISSES,cpu-cycles,formula,predict,ratio,scope,time_enabled,time_running
1677612657126,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,0.0,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056276788813382994,0.0,cpu,0,0
1677612658127,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,0.005768960155665518,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05981387524806569,0.03965886767960131,cpu,0,0
1677612659127,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,0.023320349511171345,0,250125119,250124461,250123731,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.07095940307042649,0.1534866405183684,cpu,61405292,61405292
1677612660172,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,0.2206030778546867,0,4297029549,4297032808,4297036237,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.25800601558728475,0.3353754092716923,cpu,1099509758,1099509758
1677612661172,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,0.21580626541463266,0,4151528454,4151531583,4151534221,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.25117444476919953,0.37153167228766804,cpu,2099989915,2099989915
1677612662173,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,0.21007260556856153,0,4107991787,4107994509,4107997962,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.24913041258226276,0.30596951536771017,cpu,3100359924,3100359924
1677612663180,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,0.1574134578629694,0,2870165054,2870169800,2870174372,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.1965038047608066,0.30539130390927244,cpu,3801202781,3801202781
1677612664181,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,2.307816034902745e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056298377259573894,2.6471200463618478e-05,cpu,3801202781,3801202781
1677612665181,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,1.3122207819845014e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056289283651742815,1.114792569463334e-05,cpu,3801202781,3801202781
1677612666182,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,1.0202482200159562e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.05628637838412156,1.0891016963088357e-05,cpu,3801202781,3801202781
1677612667183,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,9.907719582020386e-06,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056286038979311226,1.1684278148297865e-05,cpu,3801202781,3801202781
1677612668184,sensor,/model_training-0-0.0.1-83B66F0C-7A9D-9665-9872-42E3C5564172,1.3468388742774267e-05,0,0,0,0,a2565f08c8b434b80e93420b52e1a5e1e5724d9b,0.056289039120669924,2.1644473352648295e-05,cpu,3801202781,3801202781
