seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
77234,11.34,,,14.951,,,,,24277199564.0,3687088.0,0.03591851666666667,2.0,8.376476,0.24,6.0,3.6,3.6110000000000007
77235,5.04,,,14.951,,,,,24280886652.0,3844183.0,0.05258175,3.0,3.687088,0.24,6.0,3.0,9.911000000000001
77236,5.21,,,14.951,,,,,24284730835.0,5779709.0,0.06926871666666666,4.0,3.844183,0.24,1.0,2.8,9.741
77237,8.12,,,14.951,,,,,24290510544.0,4112290.0,0.08593395000000001,5.0,5.779709,0.24,1.0,2.5,6.831000000000001
77238,5.34,,,14.951,,,,,24294622834.0,4793923.0,0.10262398333333334,6.0,4.11229,0.24,1.0,2.4,9.611
77239,6.52,,,14.951,122.79,0.20572,0.5919,0.0,24299416757.0,3955659.0,0.11929648333333334,7.0,4.793923,0.24,1.0,2.3,8.431000000000001
77240,5.39,,,13.133352941176472,122.82,0.19071,0.5064,0.0,24303372416.0,3733712.0,0.13597158333333334,8.0,3.955659,0.22,2.0,2.3,7.7433529411764725
77241,5.06,,,15.544300965262126,122.76,0.24352,0.5967,0.0,24307106128.0,4150478.0,0.1526437833333333,9.0,3.733712,0.22,2.0,2.3,10.484300965262126
77242,5.67,,,16.754988487695492,122.74,0.24577,0.5889,0.0,24311256606.0,3631634.0,0.16931565,10.0,4.150478,0.22,1.0,2.1,11.084988487695492
77243,4.93,,,15.392450549220626,122.77,0.19674,0.5079,0.0,24314888240.0,3444472.0,0.18599353333333332,11.0,3.631634,0.22,1.0,2.1,10.462450549220627
77244,4.67,,,14.2143186909297,122.77,0.18723,0.4941,0.0,24318332712.0,3916488.0,0.20266898333333333,12.0,3.444472,0.2,0.0,2.1,9.5443186909297
77245,5.35,,,15.142297640855325,122.76,0.23668,0.5518,0.0,24322249200.0,3687459.0,0.21933476666666665,13.0,3.916488,0.2,0.0,2.0,9.792297640855326
77246,5.0,,,16.132089980130594,122.73,0.24484,0.5954,0.0,24325936659.0,3847289.0,0.23602406666666667,14.0,3.687459,0.2,1.0,2.0,11.132089980130594
77247,5.26,,,16.373435153990357,122.75,0.24712,0.595,0.0,24329783948.0,3739300.0,0.25269828333333333,15.0,3.847289,0.2,1.0,2.0,11.113435153990357
77248,5.23,,,14.748467886644868,122.78,0.18076,0.4801,0.0,24333523248.0,3868987.0,0.26937458333333336,16.0,3.7393,0.2,0.0,2.0,9.518467886644867
77249,5.1,,,14.037724016079723,122.76,0.21315,0.4857,0.0,24337392235.0,3475449.0,0.2860502833333333,17.0,3.868987,0.2,0.0,1.9,8.937724016079724
77250,4.72,,,15.511422896015713,122.78,0.14647,0.7692,0.0,24340867684.0,3534786.0,0.3027264,18.0,3.475449,0.18,1.0,1.9,10.791422896015714
77251,4.8,,,14.279206645034419,122.8,0.18201,0.4893,0.0,24344402470.0,3802010.0,0.31939838333333337,19.0,3.534786,0.18,1.0,1.9,9.47920664503442
77252,5.18,,,14.09559541217058,122.8,0.23026,0.5271,0.0,24348204480.0,3657270.0,0.33607143333333334,20.0,3.80201,0.18,0.0,1.9,8.91559541217058
77253,5.0,,,14.459477960033444,122.83,0.19505,0.4838,0.0,24351861750.0,3715602.0,0.3527446166666667,21.0,3.65727,0.18,0.0,1.9,9.459477960033444
77254,5.03,,,13.385413257090462,122.85,0.17475,0.416,0.0,24355577352.0,4040344.0,0.3694198833333333,22.0,3.715602,0.17,0.0,1.9,8.355413257090461
77255,5.52,,,15.829085523635724,122.77,0.23824,0.5698,0.0,24359617696.0,3909404.0,0.3860944666666667,23.0,4.040344,0.17,0.0,1.9,10.309085523635725
77256,5.3,,,16.254381534250356,122.8,0.15772,0.8332,0.0,24363527100.0,5714904.0,0.40276873333333335,24.0,3.909404,0.17,1.0,1.9,10.954381534250356
77257,8.31,,,17.21816740638734,122.74,0.26377,0.6029,0.0,24369242004.0,10232189.0,0.4194332,25.0,5.714904,0.17,1.0,1.8,8.90816740638734
77258,13.41,,,21.3095118942877,122.78,0.17168,0.8202,0.0,24379474193.0,4269987.0,0.4361174,26.0,10.232189,0.17,3.0,1.8,7.8995118942876985
77259,5.83,,,21.07321820581828,122.75,0.16181,0.8415,0.0,24383744180.0,4212106.0,0.45281023333333337,27.0,4.269987,0.17,3.0,1.8,15.243218205818279
77260,5.69,,,17.627472891216282,122.76,0.22686,0.5526,0.0,24387956286.0,4407162.0,0.46948521666666665,28.0,4.212106,0.16,1.0,1.7,11.93747289121628
77261,6.03,,,14.73134719118089,122.79,0.19741,0.4551,0.0,24392363448.0,4219128.0,0.48615268333333334,29.0,4.407162,0.16,1.0,1.8,8.70134719118089
77262,5.68,,,14.578054260602531,122.83,0.17607,0.4294,0.0,24396582576.0,3940878.0,0.5028348166666666,30.0,4.219128,0.16,1.0,1.8,8.898054260602532
77263,5.38,,,16.555971227970673,122.79,0.1713,0.764,0.0,24400523454.0,4195492.0,0.5195277,31.0,3.940878,0.16,1.0,1.7,11.175971227970674
77264,5.66,,,16.767532991835758,122.75,0.25114,0.591,0.0,24404718946.0,3803222.0,0.53619765,32.0,4.195492,0.14,1.0,1.7,11.107532991835757
77265,5.23,,,16.074078171339764,122.74,0.24567,0.5915,0.0,24408522168.0,4781268.0,0.5528689666666666,33.0,3.803222,0.14,1.0,1.7,10.844078171339763
77266,6.52,,,17.938861668938678,122.69,0.29795,0.6938,0.0,24413303436.0,4598592.0,0.5695376666666667,34.0,4.781268,0.14,1.0,1.7,11.418861668938678
77267,6.54,,,17.588435986712174,122.78,0.15055,0.815,0.0,24417902028.0,4229868.0,0.5862011500000001,35.0,4.598592,0.14,1.0,1.7,11.048435986712175
77268,5.44,,,16.186381080409593,122.77,0.1463,0.8079,0.0,24422131896.0,3963117.0,0.6028882,36.0,4.229868,0.14,1.0,1.7,10.746381080409591
77269,5.38,,,16.785001297406343,122.72,0.26276,0.6662,0.0,24426095013.0,3630372.0,0.61956035,37.0,3.963117,0.14,1.0,1.7,11.405001297406343
77270,4.99,,,14.743604411507263,122.79,0.19141,0.4888,0.0,24429725385.0,3987111.0,0.6362323,38.0,3.630372,0.13,0.0,1.7,9.753604411507263
77271,5.37,,,14.838617719202896,122.78,0.24124,0.5752,0.0,24433712496.0,3922272.0,0.6529036500000001,39.0,3.987111,0.13,0.0,1.7,9.468617719202896
